depmap_id,CCLEName,OncotreeLineage,OncotreePrimaryDisease,TP53_refined_status,any_TP53_LoF_high_impact,RTR_score_combined_rank_0_1,combined_RTR_quadrant,secondary_repair_preservation,secondary_repair_preservation_rank,secondary_removal_vulnerability,secondary_removal_vulnerability_rank,primary_repair_preservation,primary_repair_preservation_rank,primary_removal_vulnerability,primary_removal_vulnerability_rank,combined_repair_preservation_rank,combined_removal_vulnerability_rank,secondary_any_repair_median_auc,secondary_removal_median_auc,primary_any_repair_median_logfc,primary_removal_median_logfc,secondary_RTR_delta_any_repair_minus_removal,primary_RTR_delta_any_repair_minus_removal,RTR_score_formula_note,RTR_high_removal_high_quadrant_combined,RTR_high_top20pct,RTR_low_bottom20pct
ACH-000911,NUGC3_STOMACH,Esophagus/Stomach,Esophagogastric Adenocarcinoma,TP53 LoF/high-impact,True,0.5584702998846598,repair-low / removal-high,0.9405730129846176,0.23125,0.237273208235184,0.8520833333333333,0.00781224167716,0.629757785467128,0.449652896822,0.5778546712802768,0.430503892733564,0.714969002306805,0.9405730129846176,0.762726791764816,0.00781224167716,-0.449652896822,0.1778462212198015,0.45746513849916,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000955,SNU407_LARGE_INTESTINE,Bowel,Colorectal Adenocarcinoma,TP53 LoF/high-impact,True,0.5580017301038063,repair-low / removal-high,0.911210154860857,0.0895833333333333,0.221458306385894,0.7645833333333333,0.05903988435685,0.8044982698961938,0.571852645649,0.7820069204152249,0.4470408016147635,0.7732951268742791,0.911210154860857,0.778541693614106,0.05903988435685,-0.571852645649,0.132668461246751,0.63089253000585,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000699,HCC1395_BREAST,Breast,Invasive Breast Carcinoma,TP53 LoF/high-impact,True,0.5570934256055363,repair-high / removal-low,,,,,0.107255558877,0.9152249134948096,0.31477013976,0.2958477508650519,0.9152249134948096,0.2958477508650519,,,0.107255558877,-0.31477013976,,0.422025698637,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000545,VMCUB1_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 LoF/high-impact,True,0.5542567762399078,repair-high / removal-high,0.999367817852571,0.6083333333333333,0.2146636775403969,0.7104166666666667,-0.0266620274516,0.4653979238754325,0.405647977295,0.4602076124567474,0.5368656286043829,0.585312139561707,0.999367817852571,0.785336322459603,-0.0266620274516,-0.405647977295,0.2140314953929679,0.3789859498434,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000667,HCC44_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.5530889561707035,repair-high / removal-low,0.9862476399030856,0.5604166666666667,0.2103470037775635,0.6729166666666667,0.0795526682108,0.8598615916955017,0.3281616783395,0.3235294117647059,0.7101391291810841,0.4982230392156863,0.9862476399030856,0.7896529962224365,0.0795526682108,-0.3281616783395,0.196594643680649,0.4077143465503,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000008,A101D_SKIN,Skin,Melanoma,TP53 mutation-not-called,False,0.5512543252595156,repair-high / removal-low,1.02076479085803,0.6770833333333334,0.183622969162212,0.425,0.00149909647902,0.6020761245674741,0.3880058129379999,0.4359861591695502,0.6395797289504037,0.4304930795847751,1.02076479085803,0.816377030837788,0.00149909647902,-0.3880058129379999,0.2043877600202419,0.38950490941702,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000319,MPP89_PLEURA,Pleura,Pleural Mesothelioma,TP53 mutation-not-called,False,0.5493764417531719,repair-high / removal-low,1.24203098390027,0.9770833333333332,0.117050856378188,0.06875,0.0399665785315,0.7491349480968859,0.178185387838,0.0865051903114186,0.8631091407151096,0.0776275951557093,1.24203098390027,0.882949143621812,0.0399665785315,-0.178185387838,0.3590818402784579,0.2181519663695,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000784,KYSE70_OESOPHAGUS,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,TP53 LoF/high-impact,True,0.5427227508650518,repair-high / removal-low,1.024919206753498,0.6958333333333333,0.1528050877728874,0.1729166666666666,0.240088150589,0.9948096885813148,0.199413874326,0.1141868512110726,0.8453215109573241,0.1435517589388696,1.024919206753498,0.8471949122271125,0.240088150589,-0.199413874326,0.1777242945263859,0.439502024915,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000563,EBC1_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.5414936562860438,repair-high / removal-low,1.00276302763227,0.6229166666666667,0.2149117559843409,0.71875,0.103864618687,0.903114186851211,0.2511354088965,0.1712802768166089,0.7630154267589389,0.4450151384083045,1.00276302763227,0.785088244015659,0.103864618687,-0.2511354088965,0.217674783616611,0.3550000275835,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000810,SKMEL30_SKIN,Skin,Melanoma,TP53 LoF/high-impact,True,0.5410070645905422,repair-high / removal-low,1.18399500285047,0.9416666666666668,0.146007911654052,0.1416666666666666,0.09444558664875,0.8858131487889274,0.140339225471,0.0622837370242214,0.913739907727797,0.101975201845444,1.18399500285047,0.853992088345948,0.09444558664875,-0.140339225471,0.330002914504522,0.23478481211975,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000733,NCIH1838_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.5404772202998847,repair-high / removal-low,1.198645314662115,0.95,0.12451405803324,0.08125,0.148731816791,0.9636678200692042,0.0920878213973,0.0311418685121107,0.956833910034602,0.0561959342560553,1.198645314662115,0.87548594196676,0.148731816791,-0.0920878213973,0.323159372695355,0.2408196381883,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000244,DKMG_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 mutation-not-called,False,0.5401708477508651,repair-high / removal-low,1.04946711250536,0.74375,0.1766580209758824,0.3354166666666666,-0.00500379392465,0.5588235294117647,0.344744496787,0.3529411764705882,0.6512867647058824,0.3441789215686274,1.04946711250536,0.8233419790241175,-0.00500379392465,-0.344744496787,0.2261251334812425,0.33974070286235,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000219,A375_SKIN,Skin,Melanoma,TP53 mutation-not-called,False,0.5390210495963091,repair-high / removal-low,1.01969502185359,0.6708333333333333,0.193105391287634,0.5145833333333333,-0.0334423902574,0.430795847750865,0.399733006921,0.4532871972318339,0.5508145905420991,0.4839352652825835,1.01969502185359,0.806894608712366,-0.0334423902574,-0.399733006921,0.2128004131412241,0.3662906166636,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000891,HCC1438_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.5371431660899654,repair-low / removal-high,0.947305239660752,0.2875,0.226435190306133,0.7979166666666667,-0.0356794535609,0.4204152249134948,0.480728822986,0.6332179930795848,0.3539576124567474,0.7155673298731258,0.947305239660752,0.773564809693867,-0.0356794535609,-0.480728822986,0.173740429966885,0.4450493694251,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000495,TUHR4TKB_KIDNEY,Kidney,Renal Cell Carcinoma,TP53 mutation-not-called,False,0.5364186851211072,repair-low / removal-high,0.937547650398843,0.2166666666666666,0.229458715412514,0.8270833333333333,-0.01753573196415,0.5086505190311419,0.476162101093,0.6228373702422145,0.3626585928489043,0.7249603517877738,0.937547650398843,0.7705412845874859,-0.01753573196415,-0.476162101093,0.167006365811357,0.45862636912885,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000954,HEC1A_ENDOMETRIUM,Uterus,Endometrial Carcinoma,TP53 LoF/high-impact,True,0.5348615916955017,repair-low / removal-high,0.9560689424660832,0.36875,0.1937608175547549,0.51875,0.00694821794649,0.6245674740484429,0.506375882582,0.6868512110726643,0.4966587370242215,0.6028006055363322,0.9560689424660832,0.8062391824452451,0.00694821794649,-0.506375882582,0.149829760020838,0.51332410052849,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000984,HEC6_ENDOMETRIUM,Uterus,Endometrial Carcinoma,TP53 LoF/high-impact,True,0.5344182525951557,repair-high / removal-low,1.053651901778225,0.7541666666666667,0.202554989224712,0.5958333333333333,0.0016008566393099,0.6038062283737025,0.29861380951,0.2681660899653979,0.6789864475201846,0.4319997116493656,1.053651901778225,0.797445010775288,0.0016008566393099,-0.29861380951,0.2562068910029369,0.3002146661493099,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000042,PANC0203_PANCREAS,Pancreas,Pancreatic Adenocarcinoma,TP53 LoF/high-impact,True,0.5336901672433679,repair-high / removal-low,1.061939849302765,0.7729166666666667,0.154511255649734,0.1833333333333333,0.0949669593373,0.8875432525951558,0.256952585284,0.1782006920415225,0.8302299596309113,0.1807670126874279,1.061939849302765,0.845488744350266,0.0949669593373,-0.256952585284,0.2164511049524989,0.3519195446213,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000396,J82_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 LoF/high-impact,True,0.5324250288350634,repair-low / removal-high,0.961628224238736,0.4291666666666666,0.1876393487627838,0.4770833333333333,-0.01409035679795,0.5242214532871973,0.52891580914,0.7249134948096886,0.4766940599769319,0.600998414071511,0.961628224238736,0.8123606512372161,-0.01409035679795,-0.52891580914,0.1492675730015198,0.51482545234205,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-001113,LC1SQSF_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.5315816032295271,repair-high / removal-low,1.19797946964301,0.9479166666666666,0.178276047537922,0.3604166666666666,0.05050830520615,0.7750865051903114,0.128725191748,0.0553633217993079,0.861501585928489,0.2078899942329873,1.19797946964301,0.821723952462078,0.05050830520615,-0.128725191748,0.376255517180932,0.17923349695415,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000374,HCC1143_BREAST,Breast,Invasive Breast Carcinoma,TP53 LoF/high-impact,True,0.5311526816608997,repair-high / removal-low,1.114683176713185,0.85625,0.152443460069976,0.16875,-0.0511609844694,0.3460207612456747,0.343147239545,0.3442906574394463,0.6011353806228373,0.2565203287197232,1.114683176713185,0.847556539930024,-0.0511609844694,-0.343147239545,0.2671266367831608,0.2919862550756,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000384,SW780_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 mutation-not-called,False,0.5299307958477508,repair-high / removal-low,1.05495518909027,0.7583333333333333,0.166702000482438,0.2604166666666667,-0.004921561197115,0.5622837370242214,0.344253126054,0.3494809688581315,0.6603085351787774,0.3049488177623991,1.05495518909027,0.833297999517562,-0.004921561197115,-0.344253126054,0.2216571895727079,0.339331564856885,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000098,GAMG_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 LoF/high-impact,True,0.5297505767012687,repair-low / removal-high,1.01851138302171,0.6666666666666666,0.1813042839977909,0.4,-0.0846214228849,0.2231833910034602,0.468740665769,0.6055363321799307,0.4449250288350634,0.5027681660899654,1.01851138302171,0.818695716002209,-0.0846214228849,-0.468740665769,0.199815667019501,0.3841192428841,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000403,NCIH747_LARGE_INTESTINE,Bowel,Colorectal Adenocarcinoma,TP53 LoF/high-impact,True,0.529707324106113,repair-high / removal-low,1.17798962521028,0.93125,0.129441666369668,0.0916666666666666,-0.0144508604938,0.5224913494809689,0.265785655187,0.2041522491349481,0.7268706747404845,0.1479094579008073,1.17798962521028,0.870558333630332,-0.0144508604938,-0.265785655187,0.3074312915799482,0.2513347946931999,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000517,SNU410_PANCREAS,Pancreas,Pancreatic Adenocarcinoma,TP53 LoF/high-impact,True,0.529123414071511,repair-high / removal-low,1.18376756353585,0.9395833333333332,0.0956608563629339,0.0354166666666666,-0.004638364267175,0.5657439446366782,0.283762039155,0.2422145328719723,0.7526636389850058,0.1388155997693194,1.18376756353585,0.904339143637066,-0.004638364267175,-0.283762039155,0.279428419898784,0.2791236748878249,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-001190,SKMEL2_SKIN,Skin,Melanoma,TP53 LoF/high-impact,True,0.5290981833910035,repair-high / removal-low,1.016176628390995,0.6604166666666667,0.1870978433886669,0.4666666666666667,0.118569332323,0.9359861591695502,0.255538586567,0.1764705882352941,0.7982014129181084,0.3215686274509804,1.016176628390995,0.812902156611333,0.118569332323,-0.255538586567,0.2032744717796619,0.37410791889,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000663,OVTOKO_OVARY,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,TP53 mutation-not-called,False,0.5285395040369089,repair-low / removal-high,0.921087111214671,0.13125,0.2210345087190794,0.7583333333333333,-0.107764644302,0.1453287197231834,0.6486633084575,0.8685121107266436,0.1382893598615917,0.8134227220299884,0.921087111214671,0.7789654912809205,-0.107764644302,-0.6486633084575,0.1421216199337505,0.5408986641555,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000221,SNU398_LIVER,Liver,Hepatocellular Carcinoma,TP53 LoF/high-impact,True,0.5281970876585929,repair-low / removal-high,0.97914003361368,0.5229166666666667,0.2210749123979354,0.7604166666666666,-0.0514076183388,0.3442906574394463,0.4341298999874999,0.5294117647058824,0.4336036620530565,0.6449142156862745,0.97914003361368,0.7789250876020646,-0.0514076183388,-0.4341298999874999,0.2002149460116153,0.3827222816487,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000097,ZR751_BREAST,Breast,Invasive Breast Carcinoma,TP53 mutation-not-called,False,0.5263155997693195,repair-low / removal-high,0.9257029066462804,0.1625,0.2194098081318787,0.75,-0.07168922749935,0.2837370242214533,0.60275478751,0.8131487889273357,0.2231185121107266,0.7815743944636678,0.9257029066462804,0.7805901918681213,-0.07168922749935,-0.60275478751,0.1451127147781592,0.53106556001065,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000445,KNS60_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 LoF/high-impact,True,0.5256559976931949,repair-high / removal-low,1.022102925050595,0.6854166666666667,0.1837204429136354,0.4291666666666666,-0.015473676945,0.5190311418685121,0.381444762594,0.4325259515570934,0.6022239042675894,0.43084630911188,1.022102925050595,0.8162795570863646,-0.015473676945,-0.381444762594,0.2058233679642305,0.365971085649,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000172,TM87_SOFT_TISSUE,Soft Tissue,Rhabdoid Cancer,TP53 mutation-not-called,False,0.5246359573241062,repair-high / removal-high,0.992124130750235,0.5791666666666667,0.241768572030732,0.86875,-0.00877592187001,0.5449826989619377,0.327571685882,0.3217993079584775,0.5620746828143022,0.5952746539792387,0.992124130750235,0.758231427969268,-0.00877592187001,-0.327571685882,0.2338927027809669,0.3187957640119899,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000011,253J_URINARY_TRACT,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,TP53 mutation-not-called,False,0.5243187716262976,repair-high / removal-high,0.950461103512021,0.3229166666666667,0.187142157032232,0.46875,0.0630139643128,0.8183391003460208,0.499274420351,0.6678200692041523,0.5706278835063437,0.5682850346020761,0.950461103512021,0.812857842967768,0.0630139643128,-0.499274420351,0.1376032605442529,0.5622883846638,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000582,COLO741_SKIN,Skin,Melanoma,TP53 LoF/high-impact,True,0.5176326412918109,repair-high / removal-low,0.969684102267155,0.4833333333333333,0.1859764208173404,0.4458333333333333,0.0369356977777999,0.7318339100346021,0.43393131137,0.5259515570934256,0.6075836216839677,0.4858924452133795,0.969684102267155,0.8140235791826596,0.0369356977777999,-0.43393131137,0.1556605230844954,0.4708670091478,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000735,PECAPJ49_UPPER_AERODIGESTIVE_TRACT,Head and Neck,Head and Neck Squamous Cell Carcinoma,TP53 mutation-not-called,False,0.5165765570934256,repair-low / removal-high,0.90271528838273,0.0604166666666666,0.272117681027502,0.9583333333333334,-0.0233417753117999,0.4792387543252595,0.443006095633,0.5657439446366782,0.2698277104959631,0.7620386389850058,0.90271528838273,0.727882318972498,-0.0233417753117999,-0.443006095633,0.1748329694102319,0.4196643203212,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000312,SKNBE2_AUTONOMIC_GANGLIA,Peripheral Nervous System,Neuroblastoma,TP53 LoF/high-impact,True,0.5164323817762398,repair-low / removal-high,0.949719998519073,0.3125,0.2066998454642886,0.64375,-0.0393868644172,0.4065743944636678,0.505132755559,0.6833910034602076,0.3595371972318339,0.6635705017301039,0.949719998519073,0.7933001545357113,-0.0393868644172,-0.505132755559,0.1564198439833616,0.4657458911417999,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000906,ES2_OVARY,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,TP53 LoF/high-impact,True,0.5163783160322952,repair-low / removal-high,0.941307508708863,0.2395833333333333,0.21110974145701,0.6854166666666667,-0.136977203523,0.0813148788927335,0.618399109855,0.8408304498269896,0.1604491061130334,0.7631235582468281,0.941307508708863,0.78889025854299,-0.136977203523,-0.618399109855,0.152417250165873,0.481421906332,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000302,SNU1077_ENDOMETRIUM,Uterus,Endometrial Carcinoma,TP53 LoF/high-impact,True,0.5163602941176471,repair-high / removal-low,1.17128928779994,0.9270833333333334,0.127242772284273,0.0875,-0.02057874551725,0.4930795847750865,0.253831193545,0.1747404844290657,0.7100814590542099,0.1311202422145329,1.17128928779994,0.872757227715727,-0.02057874551725,-0.253831193545,0.2985320600842129,0.23325244802775,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000764,SH10TC_STOMACH,Esophagus/Stomach,Esophagogastric Adenocarcinoma,TP53 LoF/high-impact,True,0.5156358131487889,repair-low / removal-high,0.951954503287589,0.3354166666666666,0.1970976633470185,0.5458333333333333,-0.0804526276857,0.2404844290657439,0.577200866577,0.7958477508650519,0.2879505478662053,0.6708405420991925,0.951954503287589,0.8029023366529815,-0.0804526276857,-0.577200866577,0.1490521666346075,0.4967482388913,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000670,SBC5_LUNG,Lung,Lung Neuroendocrine Tumor,TP53 LoF/high-impact,True,0.5154772202998846,repair-low / removal-high,0.920684324924621,0.1291666666666666,0.2286778400486809,0.8166666666666667,0.0770959533725,0.8581314878892734,0.413886050505,0.4775086505190311,0.49364907727797,0.6470876585928489,0.920684324924621,0.771322159951319,0.0770959533725,-0.413886050505,0.149362164973302,0.4909820038775,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000090,PC3_PROSTATE,Prostate,Prostate Adenocarcinoma,TP53 LoF/high-impact,True,0.5120134083044983,repair-low / removal-high,0.952810275824444,0.3458333333333333,0.1837001044970809,0.4270833333333333,0.007816679141285,0.6314878892733564,0.5451468609095,0.7491349480968859,0.4886606113033448,0.5881091407151096,0.952810275824444,0.816299895502919,0.007816679141285,-0.5451468609095,0.1365103803215249,0.5529635400507851,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000846,FADU_UPPER_AERODIGESTIVE_TRACT,Head and Neck,Head and Neck Squamous Cell Carcinoma,TP53 LoF/high-impact,True,0.5112348615916955,repair-low / removal-high,0.8718794556489371,0.0270833333333333,0.252521906417673,0.9,0.07225450513385,0.8460207612456747,0.5192083739865,0.7076124567474048,0.436552047289504,0.8038062283737024,0.8718794556489371,0.747478093582327,0.07225450513385,-0.5192083739865,0.1244013620666101,0.59146287912035,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000665,SKMES1_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.510805940023068,repair-low / removal-low,1.019485568425753,0.66875,0.1694256518393164,0.2708333333333333,-0.113703884204,0.1349480968858131,0.5026323159255,0.6764705882352942,0.4018490484429066,0.4736519607843137,1.019485568425753,0.8305743481606835,-0.113703884204,-0.5026323159255,0.1889112202650695,0.3889284317214999,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000919,IM95_STOMACH,Esophagus/Stomach,Esophagogastric Adenocarcinoma,TP53 mutation-not-called,False,0.5105752595155709,repair-high / removal-high,0.9651438449733376,0.45625,0.2164788390376559,0.7354166666666667,0.01024851845415,0.6384083044982699,0.393386771273,0.4411764705882353,0.5473291522491349,0.588296568627451,0.9651438449733376,0.783521160962344,0.01024851845415,-0.393386771273,0.1816226840109934,0.4036352897271499,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,True,False,False
ACH-000030,PC14_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.509969723183391,repair-low / removal-high,0.948635133568939,0.3041666666666666,0.2033517684479084,0.6020833333333333,-0.0511031812384999,0.3477508650519031,0.5303200087555,0.7301038062283737,0.3259587658592848,0.6660935697808534,0.948635133568939,0.7966482315520915,-0.0511031812384999,-0.5303200087555,0.1519869020168475,0.479216827517,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000316,SNU886_LIVER,Liver,Hepatocellular Carcinoma,TP53 LoF/high-impact,True,0.5088235294117647,repair-low / removal-high,0.95011097885506,0.3166666666666666,0.206396537309227,0.6375,0.019117158889,0.6764705882352942,0.436644783666,0.5415224913494809,0.4965686274509804,0.5895112456747404,0.95011097885506,0.793603462690773,0.019117158889,-0.436644783666,0.156507516164287,0.455761942555,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000087,SKES1_BONE,Bone,Ewing Sarcoma,TP53 LoF/high-impact,True,0.5026239907727796,repair-low / removal-high,0.882237414443815,0.0333333333333333,0.263605093984655,0.9375,-0.00722847255693,0.5519031141868512,0.5003635041835,0.6695501730103807,0.2926182237600923,0.8035250865051904,0.882237414443815,0.736394906015345,-0.00722847255693,-0.5003635041835,0.14584250842847,0.4931350316265699,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000141,SNU308_BILIARY_TRACT,Biliary Tract,Intracholecystic Papillary Neoplasm,TP53 LoF/high-impact,True,0.4996395617070357,repair-high / removal-low,1.110040499472595,0.8479166666666667,0.1443103031674945,0.1375,0.012190496633,0.6470588235294118,0.257430149362,0.1799307958477508,0.7474877450980393,0.1587153979238754,1.110040499472595,0.8556896968325055,0.012190496633,-0.257430149362,0.2543508026400894,0.2696206459949999,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000738,GB1_CENTRAL_NERVOUS_SYSTEM,CNS/Brain,Adult-Type Diffuse Glioma,TP53 LoF/high-impact,True,0.4984320934256055,repair-low / removal-low,1.01167711337752,0.6395833333333333,0.187386717470567,0.4708333333333333,-0.0754175068693999,0.2681660899653979,0.431282721059,0.5207612456747405,0.4538747116493656,0.4957972895040369,1.01167711337752,0.812613282529433,-0.0754175068693999,-0.431282721059,0.199063830848087,0.3558652141896,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000680,SW948_LARGE_INTESTINE,Bowel,Colorectal Adenocarcinoma,TP53 LoF/high-impact,True,0.4972750865051902,repair-high / removal-low,1.11852090635744,0.8645833333333334,0.156794373587677,0.1958333333333333,0.167809983358,0.9740484429065744,0.0570912498477,0.0259515570934256,0.919315888119954,0.1108924452133794,1.11852090635744,0.843205626412323,0.167809983358,-0.0570912498477,0.2753152799451169,0.2249012332057,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000671,HUH6_LIVER,Liver,Hepatoblastoma,TP53 LoF/high-impact,True,0.4969290657439447,repair-low / removal-high,0.948787774531528,0.30625,0.2350434315053144,0.84375,-0.125215872959,0.102076124567474,0.510786523788,0.6937716262975778,0.204163062283737,0.7687608131487889,0.948787774531528,0.7649565684946855,-0.125215872959,-0.510786523788,0.1838312060368425,0.385570650829,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000800,NCIH446_LUNG,Lung,Lung Neuroendocrine Tumor,TP53 LoF/high-impact,True,0.4968173298731257,repair-low / removal-high,0.948074331546651,0.3,0.203655815871551,0.60625,-0.1510394007855,0.0588235294117647,0.616712586841,0.8373702422145328,0.1794117647058823,0.7218101211072664,0.948074331546651,0.796344184128449,-0.1510394007855,-0.616712586841,0.151730147418202,0.4656731860555,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
ACH-000261,RERFLCAI_LUNG,Lung,Non-Small Cell Lung Cancer,TP53 LoF/high-impact,True,0.4956026528258361,repair-low / removal-high,0.9582359932648494,0.39375,0.210017829327099,0.6708333333333333,-0.127723141629,0.0934256055363321,0.5369509932755,0.740484429065744,0.243587802768166,0.7056588811995386,0.9582359932648494,0.789982170672901,-0.127723141629,-0.5369509932755,0.1682538225919484,0.4092278516465,mean percentile-rank of secondary/primary repair-minus-removal deltas; decomposed into preservation and vulnerability ranks here,False,False,False
