drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-K82928847-001-04-7,ACY-1215,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC6, HDAC8",458,"acy-1215 | hdac inhibitor | hdac1, hdac2, hdac3, hdac6, hdac8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K39624409-003-02-6,ADL5859,opioid receptor agonist,OPRD1,418,adl5859 | opioid receptor agonist | oprd1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K40718343-001-02-6,AEE788,"EGFR inhibitor, VEGFR inhibitor","EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR",442,"aee788 | egfr inhibitor, vegfr inhibitor | egfr, erbb2, erbb4, fgfr2, fgfr3, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K77634909-001-03-5,AEG3482,HSP inducer,,444,aeg3482 | hsp inducer |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K92000912-001-12-6,AM-251,cannabinoid receptor antagonist,"CNR1, GPR18, GPR55",458,"am-251 | cannabinoid receptor antagonist | cnr1, gpr18, gpr55 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K06854232-001-19-9,AM-580,retinoid receptor agonist,RARA,398,am-580 | retinoid receptor agonist | rara |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K32285926-001-02-1,AMG-208,tyrosine kinase inhibitor,MET,427,amg-208 | tyrosine kinase inhibitor | met |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21782625-001-02-4,AMG458,MET inhibitor,MET,453,amg458 | met inhibitor | met |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21728777-001-02-3,AMG900,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",457,"amg900 | aurora kinase inhibitor | aurka, aurkb, aurkc |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28383148-001-01-4,AP1903,,,384,ap1903 |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K56032964-001-02-1,AP26113,ALK tyrosine kinase receptor inhibitor,"ALK, EGFR",450,"ap26113 | alk tyrosine kinase receptor inhibitor | alk, egfr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K90497590-001-04-2,AR-12,phosphoinositide dependent kinase inhibitor,PDPK1,444,ar-12 | phosphoinositide dependent kinase inhibitor | pdpk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K13167095-001-02-9,AR-42,HDAC inhibitor,HDAC1,467,ar-42 | hdac inhibitor | hdac1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K46386702-001-02-1,ARRY-334543,EGFR inhibitor,ERBB2,477,arry-334543 | egfr inhibitor | erbb2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K61936403-001-01-7,AS-1949490,SHIP2 phosphatase inhibitor,INPP5D,438,as-1949490 | ship2 phosphatase inhibitor | inpp5d |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K89014967-001-04-3,AS-703026,MEK inhibitor,"MAP2K1, MAP2K2",478,"as-703026 | mek inhibitor | map2k1, map2k2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K26838195-075-04-9,AST-1306,EGFR inhibitor,"EGFR, ERBB2",291,"ast-1306 | egfr inhibitor | egfr, erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13390322-001-06-3,AT-7519,CDK inhibitor,"CDK1, CDK2, CDK4, CDK5, CDK6, CDK9",477,"at-7519 | cdk inhibitor | cdk1, cdk2, cdk4, cdk5, cdk6, cdk9 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K24576554-001-04-8,AT-9283,"Aurora kinase inhibitor, JAK inhibitor","AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A",402,"at-9283 | aurora kinase inhibitor, jak inhibitor | aurka, aurkb, jak2, jak3, rps6ka6, stk17a |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K58435339-001-03-0,AT13387,HSP antagonist,HSP90AA1,477,at13387 | hsp antagonist | hsp90aa1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K12040459-001-06-0,AT7867,AKT inhibitor,"AKT2, GSK3B, PKIA, PRKACA",343,"at7867 | akt inhibitor | akt2, gsk3b, pkia, prkaca |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K23190681-001-01-1,AV-412,protein tyrosine kinase inhibitor,"EGFR, ERBB2",460,"av-412 | protein tyrosine kinase inhibitor | egfr, erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K87782578-001-01-4,AVL-292,Bruton's tyrosine kinase (BTK) inhibitor,"BTK, YES1",458,"avl-292 | bruton's tyrosine kinase (btk) inhibitor | btk, yes1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K62196610-001-01-6,AVN-944,inosine monophosphate dehydrogenase inhibitor,"IMPDH1, IMPDH2",474,"avn-944 | inosine monophosphate dehydrogenase inhibitor | impdh1, impdh2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K05804044-001-06-0,AZ-628,RAF inhibitor,"BRAF, RAF1",446,"az-628 | raf inhibitor | braf, raf1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K05804044-001-18-5,AZ-628,RAF inhibitor,"BRAF, RAF1",419,"az-628 | raf inhibitor | braf, raf1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K42436189-001-01-2,AZ20,ATR kinase inhibitor,"ATR, MTOR",461,"az20 | atr kinase inhibitor | atr, mtor |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K59146805-001-03-7,AZ3146,monopolar spindle 1 kinase inhibitor,,453,az3146 | monopolar spindle 1 kinase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K64888243-001-03-7,AZ960,JAK inhibitor,JAK2,458,az960 | jak inhibitor | jak2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K65928735-001-04-3,AZD1480,JAK inhibitor,"JAK1, JAK2, JAK3",403,"azd1480 | jak inhibitor | jak1, jak2, jak3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K99113996-001-02-0,AZD2014,mTOR inhibitor,MTOR,476,azd2014 | mtor inhibitor | mtor |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K85849709-001-01-5,AZD2858,glycogen synthase kinase inhibitor,GSK3B,449,azd2858 | glycogen synthase kinase inhibitor | gsk3b |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K24593301-001-02-3,AZD3463,"ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor","ALK, IGF1R",462,"azd3463 | alk tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor | alk, igf1r |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28392481-001-05-1,AZD4547,FGFR inhibitor,"FGFR1, FGFR2, FGFR3, FGFR4, IGF1R, KDR",346,"azd4547 | fgfr inhibitor | fgfr1, fgfr2, fgfr3, fgfr4, igf1r, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K99023089-001-03-7,AZD5363,AKT inhibitor,"AKT1, AKT2, AKT3",462,"azd5363 | akt inhibitor | akt1, akt2, akt3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K72414522-001-06-7,AZD5438,CDK inhibitor,KCNH2,453,azd5438 | cdk inhibitor | kcnh2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K58772419-001-07-0,AZD6482,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG",476,"azd6482 | pi3k inhibitor | pik3ca, pik3cb, pik3cd, pik3cg |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K86525559-001-07-8,AZD7762,CHK inhibitor,"CHEK1, CHEK2",469,"azd7762 | chk inhibitor | chek1, chek2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K69932463-001-10-6,AZD8055,mTOR inhibitor,MTOR,453,azd8055 | mtor inhibitor | mtor |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K37687095-001-06-9,AZD8330,MEK inhibitor,,468,azd8330 | mek inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K98572433-001-02-9,AZD8931,EGFR inhibitor,"EGFR, ERBB2, ERBB3",473,"azd8931 | egfr inhibitor | egfr, erbb2, erbb3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K31476763-001-01-5,AZD9668,elastase inhibitor,ELANE,445,azd9668 | elastase inhibitor | elane |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K07442505-001-03-6,BAM7,BAX activator,BAX,446,bam7 | bax activator | bax |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K47049295-300-01-5,BAN-ORL-24,nociceptin/orphanin FQ receptor antagonist,OPRL1,410,ban-orl-24 | nociceptin/orphanin fq receptor antagonist | oprl1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K70463136-001-01-5,BAY-87-2243,hypoxia inducible factor inhibitor,HIF1A,463,bay-87-2243 | hypoxia inducible factor inhibitor | hif1a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K14329163-001-03-9,BAY-K-8644-(s)-(-),L-type calcium channel activator,CACNA1C,418,bay-k-8644-(s)-(-) | l-type calcium channel activator | cacna1c |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21673112-003-01-3,BF2.649,histamine receptor antagonist,HRH3,455,bf2.649 | histamine receptor antagonist | hrh3 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K29415052-050-04-8,BGT226,PI3K inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CG",447,"bgt226 | pi3k inhibitor | mtor, pik3ca, pik3cb, pik3cg |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K64890080-001-13-8,BI-2536,PLK inhibitor,"BRD4, PLK1, PLK2, PLK3",468,"bi-2536 | plk inhibitor | brd4, plk1, plk2, plk3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K73982490-001-02-9,BI-78D3,JNK inhibitor,MAPK8,444,bi-78d3 | jnk inhibitor | mapk8 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A81370665-001-03-6,BI-D1870,ribosomal protein inhibitor,"RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6",442,"bi-d1870 | ribosomal protein inhibitor | rps6ka1, rps6ka2, rps6ka3, rps6ka6 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K04623885-001-07-5,BIBR-1532,telomerase inhibitor,TERT,470,bibr-1532 | telomerase inhibitor | tert |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K49294207-300-03-8,BIBU-1361,EGFR inhibitor,EGFR,460,bibu-1361 | egfr inhibitor | egfr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K70914287-300-02-8,BIBX-1382,EGFR inhibitor,"EGFR, ERBB2",442,"bibx-1382 | egfr inhibitor | egfr, erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K51967704-001-03-6,BIIB021,HSP inhibitor,HSP90AA1,478,biib021 | hsp inhibitor | hsp90aa1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K26818574-305-04-3,BIX-01294,histone lysine methyltransferase inhibitor,"EHMT1, EHMT2",468,"bix-01294 | histone lysine methyltransferase inhibitor | ehmt1, ehmt2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K20290250-001-02-1,BIX-02188,MEK inhibitor,MAP2K5,446,bix-02188 | mek inhibitor | map2k5 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K62814476-001-03-3,BMS-265246,CDK inhibitor,"CDK1, CDK2",468,"bms-265246 | cdk inhibitor | cdk1, cdk2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K43389698-001-09-9,BMS-387032,"CDK inhibitor, cell cycle inhibitor, MCL1 inhibitor","CDK2, CDK7, CDK9",461,"bms-387032 | cdk inhibitor, cell cycle inhibitor, mcl1 inhibitor | cdk2, cdk7, cdk9 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K07106112-003-03-8,BMS-599626,"EGFR inhibitor, protein tyrosine kinase inhibitor","EGFR, ERBB2, ERBB4",430,"bms-599626 | egfr inhibitor, protein tyrosine kinase inhibitor | egfr, erbb2, erbb4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K97883416-001-01-4,BMS-626529,HIV attachment inhibitor,,398,bms-626529 | hiv attachment inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76239644-001-01-8,BMS-690514,"EGFR inhibitor, VEGFR inhibitor","EGFR, ERBB2, FLT3, KDR",458,"bms-690514 | egfr inhibitor, vegfr inhibitor | egfr, erbb2, flt3, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K76239644-001-02-6,BMS-690514,"EGFR inhibitor, VEGFR inhibitor","EGFR, ERBB2, FLT3, KDR",427,"bms-690514 | egfr inhibitor, vegfr inhibitor | egfr, erbb2, flt3, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K49555808-001-03-9,BMS-707035,HIV integrase inhibitor,,381,bms-707035 | hiv integrase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K13049116-001-04-0,BMS-754807,IGF-1 inhibitor,"AKT1, IGF1R",425,"bms-754807 | igf-1 inhibitor | akt1, igf1r |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13049116-001-05-7,BMS-754807,IGF-1 inhibitor,"AKT1, IGF1R",467,"bms-754807 | igf-1 inhibitor | akt1, igf1r |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K23952234-236-01-8,BMS-986020,lysophosphatidic acid receptor antagonist,LPAR1,452,bms-986020 | lysophosphatidic acid receptor antagonist | lpar1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A55484088-050-02-5,BNTX,opioid receptor antagonist,"OPRD1, OPRK1, OPRM1",458,"bntx | opioid receptor antagonist | oprd1, oprk1, oprm1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A68304895-003-02-2,BTS-54505,dopamine reuptake inhibitor,"SLC6A2, SLC6A3, SLC6A4",320,"bts-54505 | dopamine reuptake inhibitor | slc6a2, slc6a3, slc6a4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28965160-001-01-1,BVD-523,MAP kinase inhibitor,,458,bvd-523 | map kinase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K68567222-001-01-2,BVT-948,tyrosine phosphatase inhibitor,"PTPN1, PTPN11, PTPN2",422,"bvt-948 | tyrosine phosphatase inhibitor | ptpn1, ptpn11, ptpn2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K57927309-001-01-7,BW-180C,opioid receptor agonist,"OPRD1, OPRM1",404,"bw-180c | opioid receptor agonist | oprd1, oprm1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K49669041-001-08-4,BX-912,pyruvate dehydrogenase kinase inhibitor,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1",474,"bx-912 | pyruvate dehydrogenase kinase inhibitor | cdk2, chek1, gsk3b, kdr, pdk1, pdpk1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K08893438-001-04-9,CCG-50014,G protein signaling inhibitor,"RGS4, RGS8",456,"ccg-50014 | g protein signaling inhibitor | rgs4, rgs8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16338837-001-02-6,CCMI,acetylcholine receptor allosteric modulator,CHRNA7,452,ccmi | acetylcholine receptor allosteric modulator | chrna7 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K76406695-001-02-9,CCT128930,AKT inhibitor,"PKIA, PRKACA",456,"cct128930 | akt inhibitor | pkia, prkaca |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K57136142-001-02-4,CCT129202,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",460,"cct129202 | aurora kinase inhibitor | aurka, aurkb, aurkc |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K03289018-001-02-7,CCT137690,Aurora kinase inhibitor,"AURKA, AURKB, AURKC",464,"cct137690 | aurora kinase inhibitor | aurka, aurkb, aurkc |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28907958-001-04-3,CD-437,retinoid receptor agonist,RARG,467,cd-437 | retinoid receptor agonist | rarg |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K20722021-001-02-1,CEP-32496,RAF inhibitor,"BRAF, RAF1",437,"cep-32496 | raf inhibitor | braf, raf1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K37237504-001-02-7,CEP-33779,JAK inhibitor,JAK2,391,cep-33779 | jak inhibitor | jak2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K72827473-001-01-0,CEP-37440,ALK tyrosine kinase receptor inhibitor,ALK,457,cep-37440 | alk tyrosine kinase receptor inhibitor | alk |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A90272038-001-01-7,CGP-37849,glutamate receptor antagonist,"GRIN2A, GRIN2B, GRIN2C, GRIN2D",405,"cgp-37849 | glutamate receptor antagonist | grin2a, grin2b, grin2c, grin2d |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K13087974-001-02-5,CGP-52411,EGFR inhibitor,EGFR,449,cgp-52411 | egfr inhibitor | egfr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A74208568-003-01-5,CGP-54626,GABA receptor antagonist,"GABBR1, GABBR2, KCTD12, KCTD16, KCTD8",249,"cgp-54626 | gaba receptor antagonist | gabbr1, gabbr2, kctd12, kctd16, kctd8 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K49049886-001-08-7,CGS-15943,adenosine receptor antagonist,"ADORA1, ADORA2A, ADORA2B, ADORA3",476,"cgs-15943 | adenosine receptor antagonist | adora1, adora2a, adora2b, adora3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K68103045-001-02-9,CGS-20625,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist","GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6",444,"cgs-20625 | benzodiazepine receptor agonist, gaba benzodiazepine site receptor partial agonist | gabra1, gabra2, gabra3, gabra4, gabra5, gabra6 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28352084-001-02-3,CH5132799,PI3K inhibitor,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",402,"ch5132799 | pi3k inhibitor | mtor, pik3ca, pik3cb, pik3cd, pik3cg |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K02241333-001-02-7,CHIR-124,CHK inhibitor,CHEK1,445,chir-124 | chk inhibitor | chek1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K42973005-001-04-0,CHIR-98014,glycogen synthase kinase inhibitor,"GSK3A, GSK3B",430,"chir-98014 | glycogen synthase kinase inhibitor | gsk3a, gsk3b |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K16189898-003-03-3,CHIR-99021,glycogen synthase kinase inhibitor,"CDK1, GSK3A, GSK3B, MAPK1",437,"chir-99021 | glycogen synthase kinase inhibitor | cdk1, gsk3a, gsk3b, mapk1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K83022601-001-01-0,CI-844,,,415,ci-844 |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A08840375-001-01-3,CID-5458317,MAP kinase phosphatase inhibitor,MAPK3,474,cid-5458317 | map kinase phosphatase inhibitor | mapk3 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K00662280-001-09-4,CL-218872,benzodiazepine receptor agonist,"GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2",433,"cl-218872 | benzodiazepine receptor agonist | gabra1, gabra2, gabra3, gabra5, gabrb2, gabrg2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K54095730-001-03-1,CMPD-1,p38 MAPK inhibitor,"GNRHR, MAPK14",470,"cmpd-1 | p38 mapk inhibitor | gnrhr, mapk14 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K24869513-001-02-1,CNX-2006,EGFR inhibitor,EGFR,433,cnx-2006 | egfr inhibitor | egfr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K48443249-001-01-0,CNX-774,Bruton's tyrosine kinase (BTK) inhibitor,BTK,449,cnx-774 | bruton's tyrosine kinase (btk) inhibitor | btk |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K43621685-001-02-5,CP-673451,PDGFR tyrosine kinase receptor inhibitor,"KIT, PDGFRA, PDGFRB",444,"cp-673451 | pdgfr tyrosine kinase receptor inhibitor | kit, pdgfra, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K76908866-001-07-6,CP-724714,"EGFR inhibitor, protein tyrosine kinase inhibitor",ERBB2,477,"cp-724714 | egfr inhibitor, protein tyrosine kinase inhibitor | erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K09090949-001-01-9,"CP-945,598",cannabinoid receptor antagonist,CNR1,458,"cp-945,598 | cannabinoid receptor antagonist | cnr1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K11073688-001-01-6,CPI-1189,tumor necrosis factor release inhibitor,TNF,465,cpi-1189 | tumor necrosis factor release inhibitor | tnf |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K66094457-001-01-5,CPP,glutamate receptor antagonist,"GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D",464,"cpp | glutamate receptor antagonist | grin1, grin2a, grin2b, grin2c, grin2d |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K40331046-305-01-5,CR8-(R),CDK inhibitor,CCNA2,475,cr8-(r) | cdk inhibitor | ccna2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K15519488-050-01-3,CS-110266,dopamine receptor agonist,SLC6A3,422,cs-110266 | dopamine receptor agonist | slc6a3 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K41278234-001-03-0,CUDC-101,EGFR inhibitor,"EGFR, ERBB2",182,"cudc-101 | egfr inhibitor | egfr, erbb2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K77638923-001-02-0,CUDC-907,PI3K inhibitor,"HDAC2, PIK3R1",470,"cudc-907 | pi3k inhibitor | hdac2, pik3r1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K81458380-001-04-9,CX-4945,casein kinase inhibitor,"CSNK2A1, CSNK2A2, DAPK3, HIPK3",390,"cx-4945 | casein kinase inhibitor | csnk2a1, csnk2a2, dapk3, hipk3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K12787259-001-04-3,CX-5461,RNA polymerase inhibitor,,451,cx-5461 | rna polymerase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K64866502-001-03-9,CYC116,Aurora kinase inhibitor,"AURKA, AURKB, KDR",439,"cyc116 | aurora kinase inhibitor | aurka, aurkb, kdr |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K09132007-001-07-5,D-4476,TGF beta receptor inhibitor,"CSNK1A1, CSNK1D, TGFB1",412,"d-4476 | tgf beta receptor inhibitor | csnk1a1, csnk1d, tgfb1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K32372024-001-01-0,D-7193,,,461,d-7193 |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K71822263-001-03-2,D-Serine,glutamate receptor agonist,"GLRA1, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, SERPINB3",349,"d-serine | glutamate receptor agonist | glra1, grin1, grin2a, grin2b, grin2c, grin2d, serpinb3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K89299012-001-06-0,DCEBIO,potassium channel activator,"KCNN2, KCNN3, KCNN4",439,"dcebio | potassium channel activator | kcnn2, kcnn3, kcnn4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K39381259-001-01-0,DMH1,ALK tyrosine kinase receptor inhibitor,ACVR1,443,dmh1 | alk tyrosine kinase receptor inhibitor | acvr1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A64553394-001-04-4,DPI-201106,sodium channel activator,ADRB2,455,dpi-201106 | sodium channel activator | adrb2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K08859203-001-01-9,DU-728,structural glycoprotein antagonist,"ITGA2B, ITGB3",429,"du-728 | structural glycoprotein antagonist | itga2b, itgb3 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K22520627-001-01-7,DVD-111,,,426,dvd-111 |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A65248799-001-01-7,EMD-53998,phosphodiesterase inhibitor,TNNC1,429,emd-53998 | phosphodiesterase inhibitor | tnnc1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K68488863-001-04-9,ENMD-2076,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor","AURKA, FLT3, KDR, PDGFRA, PTK2, SRC",395,"enmd-2076 | aurora kinase inhibitor, flt3 inhibitor, vegfr inhibitor | aurka, flt3, kdr, pdgfra, ptk2, src |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K26531771-001-02-2,EPZ-5676,histone lysine methyltransferase inhibitor,DOT1L,445,epz-5676 | histone lysine methyltransferase inhibitor | dot1l |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K11927976-050-02-9,ER-27319,"mediator release inhibitor, SYK inhibitor",SYK,469,"er-27319 | mediator release inhibitor, syk inhibitor | syk |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K24556407-001-02-3,ETP-46464,ATR kinase inhibitor,,468,etp-46464 | atr kinase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K61642990-001-01-0,FERb-033,EGFR inhibitor,ERBB2,410,ferb-033 | egfr inhibitor | erbb2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K14385366-001-04-4,FG-4592,hypoxia inducible factor prolyl hydroxylase inhibitor,EGLN2,424,fg-4592 | hypoxia inducible factor prolyl hydroxylase inhibitor | egln2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K58550667-001-08-7,FK-866,niacinamide phosphoribosyltransferase inhibitor,NAMPT,479,fk-866 | niacinamide phosphoribosyltransferase inhibitor | nampt |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K83508485-001-02-7,FK-888,tachykinin antagonist,"TACR1, TACR2",421,"fk-888 | tachykinin antagonist | tacr1, tacr2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-A44500574-001-01-8,FLI-06,notch signaling inhibitor,,451,fli-06 | notch signaling inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K61250484-001-02-3,FPH1-(BRD-6125),hepatocyte function enhancer,,387,fph1-(brd-6125) | hepatocyte function enhancer |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K19318328-001-01-3,FR-139317,endothelin receptor antagonist,EDNRA,452,fr-139317 | endothelin receptor antagonist | ednra |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K62696033-001-01-4,G-1,G protein-coupled receptor agonist,GPER1,454,g-1 | g protein-coupled receptor agonist | gper1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
