drug_key,name,moa,target,n_cell_lines_total,annotation_text,analysis_group,strict_repair,broad_repair,cytotoxic,source_dataset,is_definition_compound
BRD-K70246307-001-04-1,riboflavin,vitamin B2,"BLVRB, RFK",418,"riboflavin | vitamin b2 | blvrb, rfk | gastroenterology | jaundice",other,False,False,False,PRISM Secondary dose-response,False
BRD-K01507359-001-22-9,rifampin,RNA polymerase inhibitor,"NR1I2, SLCO1A2, SLCO1B1, SLCO1B3",467,"rifampin | rna polymerase inhibitor | nr1i2, slco1a2, slco1b1, slco1b3 | infectious disease | tuberculosis, meningitis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K55187425-236-05-2,rigosertib,"cell cycle inhibitor, PLK inhibitor",PLK1,473,"rigosertib | cell cycle inhibitor, plk inhibitor | plk1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K21283037-001-21-5,riluzole,glutamate inhibitor,"KCNK10, KCNK2, KCNK4, KCNN4, SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A, SLC7A11",407,"riluzole | glutamate inhibitor | kcnk10, kcnk2, kcnk4, kcnn4, scn10a, scn11a, scn1a, scn2a, scn3a, scn4a, scn5a, scn7a, scn8a, scn9a, slc7a11 | neurology/psychiatry | amyotrophic lateral sclerosis (als)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K84783599-001-01-0,riociguat,guanylate cyclase stimulant,"GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3",398,"riociguat | guanylate cyclase stimulant | gucy1a2, gucy1a3, gucy1b2, gucy1b3 | cardiology | hypertension",other,False,False,False,PRISM Secondary dose-response,False
BRD-K14003026-003-09-0,ritodrine,adrenergic receptor agonist,ADRB2,419,ritodrine | adrenergic receptor agonist | adrb2 | obstetrics/gynecology | premature labor,other,False,False,False,PRISM Secondary dose-response,False
BRD-K33610132-001-02-9,rociletinib,EGFR inhibitor,EGFR,473,rociletinib | egfr inhibitor | egfr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K61397605-001-03-4,romidepsin,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",463,"romidepsin | hdac inhibitor | hdac1, hdac2, hdac3, hdac4, hdac5, hdac6, hdac7, hdac8, hdac9 | hematologic malignancy | cutaneous t-cell lymphoma (ctcl)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K61036791-001-01-6,rucinol,tyrosinase inhibitor,TYR,420,rucinol | tyrosinase inhibitor | tyr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K53972329-001-07-0,ruxolitinib,JAK inhibitor,"JAK1, JAK2, JAK3, TYK2",470,"ruxolitinib | jak inhibitor | jak1, jak2, jak3, tyk2 | hematologic malignancy, hematology | myelofibrosis, polycythemia vera",other,False,False,False,PRISM Secondary dose-response,False
BRD-K06426971-001-02-7,ryuvidine,histone lysine methyltransferase inhibitor,"CDK2, CDK4",459,"ryuvidine | histone lysine methyltransferase inhibitor | cdk2, cdk4 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K66030860-001-03-6,salidroside,beta amyloid protein neurotoxicity inhibitor,APP,426,salidroside | beta amyloid protein neurotoxicity inhibitor | app |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A28301258-001-03-0,salinomycin,,,439,salinomycin |  |  | infectious disease | coccidiosis,other,False,False,False,PRISM Secondary dose-response,False
BRD-K18898553-001-01-1,salvianolic-acid-B,"metalloproteinase inhibitor, EGFR inhibitor",MMP9,413,"salvianolic-acid-b | metalloproteinase inhibitor, egfr inhibitor | mmp9 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K19284129-001-02-6,salvinorin-a,opioid receptor agonist,"OPRD1, OPRK1, OPRM1",443,"salvinorin-a | opioid receptor agonist | oprd1, oprk1, oprm1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K19540840-001-09-4,saracatinib,src inhibitor,"ABL1, LCK, SRC, YES1",478,"saracatinib | src inhibitor | abl1, lck, src, yes1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K08525451-003-05-2,sarafloxacin,bacterial DNA gyrase inhibitor,,379,sarafloxacin | bacterial dna gyrase inhibitor |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A81513827-001-03-6,saxagliptin,dipeptidyl peptidase inhibitor,DPP4,452,saxagliptin | dipeptidyl peptidase inhibitor | dpp4 | endocrinology | diabetes mellitus,other,False,False,False,PRISM Secondary dose-response,False
BRD-A23127772-001-02-3,sclareol,,,431,sclareol |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K22503835-001-11-0,scriptaid,HDAC inhibitor,"HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9",472,"scriptaid | hdac inhibitor | hdac1, hdac2, hdac3, hdac4, hdac5, hdac6, hdac7, hdac8, hdac9 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K74227499-001-01-1,se-methylselenocysteine,,,440,se-methylselenocysteine |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A58564983-001-04-6,selamectin,nematocide,,343,selamectin | nematocide |  | infectious disease | flea control,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21361524-001-01-1,selinexor,exportin antagonist,XPO1,479,selinexor | exportin antagonist | xpo1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K57080016-001-15-9,selumetinib,MEK inhibitor,MAP2K1,476,selumetinib | mek inhibitor | map2k1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K63504947-001-14-7,semaxanib,VEGFR inhibitor,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET",404,"semaxanib | vegfr inhibitor | fgfr1, flt1, kdr, kit, pdgfra, pdgfrb, ret |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K63504947-001-15-4,semaxanib,VEGFR inhibitor,"FGFR1, FLT1, KDR, KIT, PDGFRA, PDGFRB, RET",404,"semaxanib | vegfr inhibitor | fgfr1, flt1, kdr, kit, pdgfra, pdgfrb, ret |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K69116396-001-04-1,sertindole,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA1A, ADRA1B, ADRA1D, DRD2, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2C, HTR6, KCNH2",454,"sertindole | dopamine receptor antagonist, serotonin receptor antagonist | adra1a, adra1b, adra1d, drd2, drd3, drd4, hrh1, htr1a, htr1b, htr1d, htr1e, htr1f, htr2a, htr2c, htr6, kcnh2 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-U45393375-000-01-6,sevelamer,phosphate antagonist,,395,sevelamer | phosphate antagonist |  | nephrology | chronic kidney disease (ckd),other,False,False,False,PRISM Secondary dose-response,False
BRD-K05638300-001-01-2,sevoflurane,membrane integrity inhibitor,"ATP2C1, ATP5D, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, GRIA1, KCNA1, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9, MT-ND1",460,"sevoflurane | membrane integrity inhibitor | atp2c1, atp5d, gabra1, gabra2, gabra3, gabra4, gabra5, gabra6, gabrb1, gabrb2, gabrb3, gabrd, gabre, gabrg1, gabrg2, gabrg3, gabrp, gabrq, glra1, glrb, gria1, kcna1, kcnk10, kcnk18, kcnk2, kcnk3, kcnk9, mt-nd1 | neurology/psychiatry | anesthetic",other,False,False,False,PRISM Secondary dose-response,False
BRD-K22134346-001-24-9,simvastatin,HMGCR inhibitor,"HMGCR, ITGB2",457,"simvastatin | hmgcr inhibitor | hmgcr, itgb2 | endocrinology, cardiology, neurology/psychiatry | hypercholesterolemia, coronary heart disease, myocardial infarction, stroke, hyperlipidemia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K84937637-001-09-9,sirolimus,mTOR inhibitor,"FGF2, FKBP1A, MTOR",435,"sirolimus | mtor inhibitor | fgf2, fkbp1a, mtor | transplant, pulmonary | organ rejection, lymphangioleiomyomatosis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K83607951-001-02-2,skepinone-l,p38 MAPK inhibitor,MAPK14,438,skepinone-l | p38 mapk inhibitor | mapk14 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K85406984-001-01-0,sobetirome,thyroid hormone receptor agonist,"THRA, THRB",368,"sobetirome | thyroid hormone receptor agonist | thra, thrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K35952844-236-01-6,sodium-glucoheptonate,,,389,sodium-glucoheptonate |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-A60786380-412-01-5,sodium-stibogluconate,tyrosine phosphatase inhibitor,"PTPN6, TOP1",453,"sodium-stibogluconate | tyrosine phosphatase inhibitor | ptpn6, top1 | infectious disease | leishmaniasis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K84798689-236-02-9,sodium-tanshinone-ii-a-sulfonate,potassium channel activator,,418,sodium-tanshinone-ii-a-sulfonate | potassium channel activator |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K19796430-001-05-6,sonidegib,smoothened receptor antagonist,SMO,463,sonidegib | smoothened receptor antagonist | smo | oncology | basal cell carcinoma (bcc),other,False,False,False,PRISM Secondary dose-response,False
BRD-K23984367-001-07-5,sorafenib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",440,"sorafenib | flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, raf inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | braf, ddr2, fgfr1, flt1, flt3, flt4, kdr, kit, pdgfrb, raf1, ret | oncology | renal cell carcinoma (rcc), thyroid cancer, hepatocellular carcinoma (hcc)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K23984367-075-15-2,sorafenib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","BRAF, DDR2, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRB, RAF1, RET",429,"sorafenib | flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, raf inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | braf, ddr2, fgfr1, flt1, flt3, flt4, kdr, kit, pdgfrb, raf1, ret | oncology | renal cell carcinoma (rcc), thyroid cancer, hepatocellular carcinoma (hcc)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K07612980-001-05-3,sparfloxacin,bacterial DNA gyrase inhibitor,TOP2A,444,sparfloxacin | bacterial dna gyrase inhibitor | top2a |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K40438880-305-06-6,spermidine,glutamate receptor modulator,"KCNJ4, TXNRD1",447,"spermidine | glutamate receptor modulator | kcnj4, txnrd1 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K18375018-376-02-3,spermine,,"CA14, CA4, CA6, CA9, CASR, GRIN1, GRIN2A, KCNJ4, ODC1, SMOX, SMS, TRPM4, TRPM5",446,"spermine |  | ca14, ca4, ca6, ca9, casr, grin1, grin2a, kcnj4, odc1, smox, sms, trpm4, trpm5 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K28192623-066-08-1,spiradoline,opioid receptor agonist,OPRK1,462,spiradoline | opioid receptor agonist | oprk1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K90027355-001-13-3,spironolactone,mineralocorticoid receptor antagonist,"AR, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1G, CACNA1H, CACNA1I, CACNA1S, CACNA2D1, CACNA2D2, CACNA2D3, CACNB1, CACNB2, CACNB3, CACNB4, CACNG1, CYP11B2, NR3C1, NR3C2, PGR, SHBG",444,"spironolactone | mineralocorticoid receptor antagonist | ar, cacna1a, cacna1b, cacna1c, cacna1d, cacna1f, cacna1g, cacna1h, cacna1i, cacna1s, cacna2d1, cacna2d2, cacna2d3, cacnb1, cacnb2, cacnb3, cacnb4, cacng1, cyp11b2, nr3c1, nr3c2, pgr, shbg | endocrinology, cardiology, gastroenterology, rheumatology | hyperaldosteronism, congestive heart failure, hepatic cirrhosis, nephrotic syndrome, hypertension, hypokalemia",other,False,False,False,PRISM Secondary dose-response,False
BRD-K17061841-001-03-5,stattic,,,442,stattic |  |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K36739687-001-03-0,stemregenin-1,aryl hydrocarbon receptor antagonist,AHR,369,stemregenin-1 | aryl hydrocarbon receptor antagonist | ahr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K21547160-001-01-4,sufentanil,opioid receptor modulator,"OPRD1, OPRK1, OPRM1",391,"sufentanil | opioid receptor modulator | oprd1, oprk1, oprm1 | neurology/psychiatry | anesthetic",other,False,False,False,PRISM Secondary dose-response,False
BRD-A70649075-008-30-8,sulconazole,sterol demethylase inhibitor,,465,"sulconazole | sterol demethylase inhibitor |  | infectious disease | tinea pedis, tinea cruris, tinea corporis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K59983611-001-21-9,sulfabenzamide,bacterial antifolate,,389,sulfabenzamide | bacterial antifolate |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K11640013-236-10-1,sulfamethazine,PABA antagonist,,403,"sulfamethazine | paba antagonist |  | gastroenterology | enteritis, enteritis",other,False,False,False,PRISM Secondary dose-response,False
BRD-K02594908-001-16-4,sulfanilamide,carbonic anhydrase inhibitor,"CYP2C19, CYP2C9, CYP2D6, CYP2E1, CYP3A4",412,"sulfanilamide | carbonic anhydrase inhibitor | cyp2c19, cyp2c9, cyp2d6, cyp2e1, cyp3a4 | infectious disease | vulvovaginal candidiasis",other,False,False,False,PRISM Secondary dose-response,False
BRD-A22081593-001-11-1,sulmazole,adenosine receptor antagonist,,428,sulmazole | adenosine receptor antagonist |  |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K42828737-001-03-3,sunitinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET",443,"sunitinib | flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | csf1r, fgfr1, flt1, flt3, flt4, kdr, kit, pdgfra, pdgfrb, ret | oncology | gastrointestinal stromal tumors (gist), renal cell carcinoma (rcc), neuroendocrine tumors of pancreatic origin (pnet)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K42828737-044-09-0,sunitinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor","CSF1R, FGFR1, FLT1, FLT3, FLT4, KDR, KIT, PDGFRA, PDGFRB, RET",407,"sunitinib | flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor, ret tyrosine kinase inhibitor, vegfr inhibitor | csf1r, fgfr1, flt1, flt3, flt4, kdr, kit, pdgfra, pdgfrb, ret | oncology | gastrointestinal stromal tumors (gist), renal cell carcinoma (rcc), neuroendocrine tumors of pancreatic origin (pnet)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K73237276-001-01-0,tacalcitol,vitamin D receptor agonist,VDR,437,"tacalcitol | vitamin d receptor agonist | vdr | dermatology | psoriasis, chapped lips",other,False,False,False,PRISM Secondary dose-response,False
BRD-K52313696-001-12-3,tacedinaline,HDAC inhibitor,HDAC1,473,tacedinaline | hdac inhibitor | hdac1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K69608737-001-10-2,tacrolimus,calcineurin inhibitor,FKBP1A,448,tacrolimus | calcineurin inhibitor | fkbp1a | transplant | organ rejection,other,False,False,False,PRISM Secondary dose-response,False
BRD-A73556557-001-06-4,tagatose,phosphorylase inhibitor,PYGL,421,tagatose | phosphorylase inhibitor | pygl |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K17555800-003-01-5,talmapimod,p38 MAPK inhibitor,"MAPK11, MAPK14",458,"talmapimod | p38 mapk inhibitor | mapk11, mapk14 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K17555800-003-02-3,talmapimod,p38 MAPK inhibitor,"MAPK11, MAPK14",397,"talmapimod | p38 mapk inhibitor | mapk11, mapk14 |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K93869735-001-01-1,taltirelin,thyrotropin releasing hormone receptor agonist,TRHR,427,taltirelin | thyrotropin releasing hormone receptor agonist | trhr | neurology/psychiatry | spinocerebellar ataxia,other,False,False,False,PRISM Secondary dose-response,False
BRD-K36627727-001-05-4,tamibarotene,retinoid receptor agonist,"RARA, RARB",469,"tamibarotene | retinoid receptor agonist | rara, rarb | hematologic malignancy | acute promyelocytic leukemia (apl)",other,False,False,False,PRISM Secondary dose-response,False
BRD-K93754473-048-20-2,tamoxifen,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM)","EBP, ESR1, ESR2, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ",423,"tamoxifen | estrogen receptor antagonist, selective estrogen receptor modulator (serm) | ebp, esr1, esr2, gper1, prkca, prkcb, prkcd, prkce, prkcg, prkci, prkcq, prkcz | oncology | breast cancer",other,False,False,False,PRISM Secondary dose-response,False
BRD-K99604664-001-01-1,tanaproget,progesterone receptor agonist,PGR,464,tanaproget | progesterone receptor agonist | pgr |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K89162000-001-06-4,tandutinib,"FLT3 inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor","CSF1R, FLT3, KIT, PDGFD, PDGFRB",423,"tandutinib | flt3 inhibitor, kit inhibitor, pdgfr tyrosine kinase receptor inhibitor | csf1r, flt3, kit, pdgfd, pdgfrb |  | ",other,False,False,False,PRISM Secondary dose-response,False
BRD-K81473043-001-14-6,tanespimycin,HSP inhibitor,HSP90AA1,469,tanespimycin | hsp inhibitor | hsp90aa1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K81473043-001-19-5,tanespimycin,HSP inhibitor,HSP90AA1,449,tanespimycin | hsp inhibitor | hsp90aa1 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K34073885-001-09-3,tanshinone-i,AP inhibitor,IFNG,418,tanshinone-i | ap inhibitor | ifng |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K44844162-001-01-6,taselisib,PI3K inhibitor,PIK3CA,466,taselisib | pi3k inhibitor | pik3ca |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K11215326-001-03-7,tazemetostat,histone lysine methyltransferase inhibitor,EZH2,455,tazemetostat | histone lysine methyltransferase inhibitor | ezh2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K48195801-001-01-6,tecastemizole,histamine receptor antagonist,KCNH2,424,tecastemizole | histamine receptor antagonist | kcnh2 |  | ,other,False,False,False,PRISM Secondary dose-response,False
BRD-K59436580-001-01-7,tedizolid,bacterial 50S ribosomal subunit inhibitor,,458,tedizolid | bacterial 50s ribosomal subunit inhibitor |  | infectious disease | skin infections,other,False,False,False,PRISM Secondary dose-response,False
