drug1,drug2,repair_hit,removal_axis_hit,median_combo_score,mean_combo_score
Methotrexate,6-Thioguanine,,antifolate/nucleotide,-47.0,-47.67796610169491
Methotrexate,Actinomycin D,,antifolate/nucleotide,-46.0,-36.97872340425532
Methotrexate,Chlorambucil,,antifolate/nucleotide,-39.5,-46.464285714285715
Methotrexate,Melphalan,,antifolate/nucleotide,-49.0,-46.37931034482759
Methotrexate,Triethylenemelamine,,antifolate/nucleotide,-42.0,-43.228070175438596
Methotrexate,Altretamine,,antifolate/nucleotide,-30.0,-38.30508474576271
Methotrexate,Fluorouracil,,antifolate/nucleotide,-50.5,-51.206896551724135
Methotrexate,Mithramycin,,antifolate/nucleotide,-13.0,-14.368421052631579
Methotrexate,Hydroxyurea,,antifolate/nucleotide,6.0,-3.0545454545454547
Methotrexate,Uracil Mustard,,antifolate/nucleotide,0.0,0.3333333333333333
Methotrexate,Mitotane,,antifolate/nucleotide,-32.0,-42.88235294117647
Methotrexate,Dacarbazine,,antifolate/nucleotide,-56.0,-55.932203389830505
Methotrexate,Vinblastine,,microtubule/tubulin;antifolate/nucleotide,-17.5,-18.93103448275862
Methotrexate,Megestrol Acetate,,antifolate/nucleotide,-35.0,-42.79661016949152
Methotrexate,Lomustine,,antifolate/nucleotide,-32.0,-29.649122807017545
Methotrexate,Daunorubicin,,antifolate/nucleotide,-17.0,-16.551724137931036
Methotrexate,Azacitidine,,antifolate/nucleotide,-18.0,-12.830188679245284
Methotrexate,Teniposide,,antifolate/nucleotide,-23.0,-20.410714285714285
Methotrexate,Doxorubicin,,topoisomerase/DNA_damage;antifolate/nucleotide,-39.5,-42.48
Methotrexate,Bleomycin,,antifolate/nucleotide,-33.0,-36.771929824561404
Methotrexate,Paclitaxel,,microtubule/tubulin;antifolate/nucleotide,-17.5,-15.428571428571429
Methotrexate,Bendamustine,,antifolate/nucleotide,-38.0,-44.07692307692308
Methotrexate,Etoposide,,topoisomerase/DNA_damage;antifolate/nucleotide,-41.0,-40.8448275862069
Methotrexate,Dexrazoxane,dexrazoxane,antifolate/nucleotide,-23.5,-27.25862068965517
Methotrexate,Rapamycin,,antifolate/nucleotide,1.5,3.75
Methotrexate,Valrubicin,,antifolate/nucleotide,-24.0,-20.254901960784313
Methotrexate,Mitoxantrone,,antifolate/nucleotide,-26.5,-17.689655172413794
Methotrexate,Vinorelbine,,antifolate/nucleotide,-2.0,-4.3559322033898304
Methotrexate,Docetaxel,,microtubule/tubulin;antifolate/nucleotide,-4.0,-0.03508771929824561
Methotrexate,7-Ethyl-10-hydroxycamptothecin,,antifolate/nucleotide,-37.5,-40.80357142857143
Methotrexate,Pemetrexed,,antifolate/nucleotide,-16.0,-22.728813559322035
Methotrexate,Vorinostat,,antifolate/nucleotide,-20.0,-18.03448275862069
Methotrexate,Exemestane,,antifolate/nucleotide,2.0,6.915254237288136
Methotrexate,Gefitinib,,antifolate/nucleotide,-1.5,7.5
Methotrexate,Fulvestrant,,antifolate/nucleotide,-13.0,-21.78181818181818
Methotrexate,Anastrozole,,antifolate/nucleotide,-9.0,-7.2407407407407405
Methotrexate,Letrozole,,antifolate/nucleotide,58.0,90.25
Methotrexate,Zoledronate,,antifolate/nucleotide,-5.0,-3.526315789473684
Methotrexate,Dasatinib,,antifolate/nucleotide,-29.5,-30.20689655172414
Methotrexate,Everolimus,,antifolate/nucleotide,-38.5,-39.31481481481482
Methotrexate,Pazopanib,,antifolate/nucleotide,-24.5,-29.82758620689655
Methotrexate,Lapatinib,,antifolate/nucleotide,-36.0,-40.0
Methotrexate,Sorafenib,,antifolate/nucleotide,-40.0,-46.58181818181818
Methotrexate,Lenalidomide,,antifolate/nucleotide,-4.0,-4.47457627118644
Methotrexate,Raloxifene,,antifolate/nucleotide,-23.0,-31.203389830508474
Methotrexate,Abiraterone,,antifolate/nucleotide,-32.0,-37.25423728813559
Methotrexate,Sunitinib,,antifolate/nucleotide,-25.5,-31.79310344827586
Methotrexate,Vemurafenib,,antifolate/nucleotide,-33.0,-33.23728813559322
Methotrexate,Depsipeptide,,antifolate/nucleotide,-41.0,-40.867924528301884
Methotrexate,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,16.0,21.964285714285715
Methotrexate,Vismodegib,,antifolate/nucleotide,-18.0,-21.576271186440678
Methotrexate,Crizotinib,,antifolate/nucleotide,-48.0,-47.05084745762712
Methotrexate,Axitinib,,antifolate/nucleotide,-35.5,-40.91379310344828
Methotrexate,Vandetanib,,antifolate/nucleotide,-35.0,-42.644067796610166
Methotrexate,Cabazitaxel,,antifolate/nucleotide,-38.0,-43.63793103448276
Methotrexate,Ruxolitinib,,antifolate/nucleotide,-39.0,-44.932203389830505
Busulfan,Methotrexate,,antifolate/nucleotide,-27.0,-34.41818181818182
Busulfan,Vinblastine,,microtubule/tubulin,-18.5,-19.962962962962962
Busulfan,Vincristine,,microtubule/tubulin,-27.0,-28.964912280701753
Busulfan,Doxorubicin,,topoisomerase/DNA_damage,-21.0,-13.140350877192983
Busulfan,Paclitaxel,,microtubule/tubulin,-49.0,-55.58
Busulfan,Etoposide,,topoisomerase/DNA_damage,-9.0,-15.40677966101695
Busulfan,Dexrazoxane,dexrazoxane,,-12.0,-9.40677966101695
Busulfan,Docetaxel,,microtubule/tubulin,-37.0,-37.528301886792455
Busulfan,Pemetrexed,,antifolate/nucleotide,-23.0,-19.80701754385965
Busulfan,Celecoxib,celecoxib,,-33.0,-35.86440677966102
Busulfan,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-25.0,-24.833333333333332
6-Thioguanine,Doxorubicin,,topoisomerase/DNA_damage,-6.0,-3.508771929824561
6-Thioguanine,Etoposide,,topoisomerase/DNA_damage,-27.0,-24.71186440677966
6-Thioguanine,Dexrazoxane,dexrazoxane,,-28.5,-22.75862068965517
6-Thioguanine,Pemetrexed,,antifolate/nucleotide,-41.5,-39.60344827586207
6-Mercaptopurine,Methotrexate,,antifolate/nucleotide,-20.0,-18.94736842105263
6-Mercaptopurine,Vinblastine,,microtubule/tubulin,-15.0,-23.224137931034484
6-Mercaptopurine,Vincristine,,microtubule/tubulin,-18.0,-12.983050847457626
6-Mercaptopurine,Doxorubicin,,topoisomerase/DNA_damage,-8.0,-3.9661016949152543
6-Mercaptopurine,Paclitaxel,,microtubule/tubulin,-65.0,-66.96551724137932
6-Mercaptopurine,Etoposide,,topoisomerase/DNA_damage,-25.0,-30.033898305084747
6-Mercaptopurine,Dexrazoxane,dexrazoxane,,-18.0,-21.10169491525424
6-Mercaptopurine,Docetaxel,,microtubule/tubulin,-38.0,-60.95918367346939
6-Mercaptopurine,Pemetrexed,,antifolate/nucleotide,-7.0,-16.771929824561404
6-Mercaptopurine,Celecoxib,celecoxib,,-14.0,-18.56140350877193
6-Mercaptopurine,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-20.0,-25.17543859649123
Nitrogen mustard,Methotrexate,,antifolate/nucleotide,-58.5,-61.05555555555556
Nitrogen mustard,Vinblastine,,microtubule/tubulin,-33.5,-37.51724137931034
Nitrogen mustard,Vincristine,,microtubule/tubulin,-40.5,-47.629629629629626
Nitrogen mustard,Doxorubicin,,topoisomerase/DNA_damage,-30.0,-21.607142857142858
Nitrogen mustard,Paclitaxel,,microtubule/tubulin,-127.0,-128.35555555555555
Nitrogen mustard,Etoposide,,topoisomerase/DNA_damage,-24.0,-17.71186440677966
Nitrogen mustard,Dexrazoxane,dexrazoxane,,-22.0,-16.47457627118644
Nitrogen mustard,Docetaxel,,microtubule/tubulin,-75.0,-71.28260869565217
Nitrogen mustard,Pemetrexed,,antifolate/nucleotide,-21.0,-22.694915254237287
Nitrogen mustard,Celecoxib,celecoxib,,-22.5,-28.775862068965516
Nitrogen mustard,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-29.0,-31.789473684210527
Allopurinol,Methotrexate,,antifolate/nucleotide,-22.0,-30.210526315789473
Allopurinol,Vinblastine,,microtubule/tubulin,-25.0,-24.714285714285715
Allopurinol,Vincristine,,microtubule/tubulin,-28.0,-31.45614035087719
Allopurinol,Doxorubicin,,topoisomerase/DNA_damage,-26.0,-27.57894736842105
Allopurinol,Paclitaxel,,microtubule/tubulin,-59.5,-61.94444444444444
Allopurinol,Etoposide,,topoisomerase/DNA_damage,-25.0,-25.11864406779661
Allopurinol,Dexrazoxane,dexrazoxane,,-5.0,-6.593220338983051
Allopurinol,Docetaxel,,microtubule/tubulin,-32.5,-30.75
Allopurinol,Pemetrexed,,antifolate/nucleotide,-16.0,-18.89830508474576
Allopurinol,Celecoxib,celecoxib,,-39.0,-43.74576271186441
Allopurinol,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-5.0,-5.473684210526316
Actinomycin D,Etoposide,,topoisomerase/DNA_damage,-22.0,-26.338983050847457
Actinomycin D,Dexrazoxane,dexrazoxane,,-16.0,-15.94915254237288
Actinomycin D,Pemetrexed,,antifolate/nucleotide,-23.0,-20.627118644067796
Chlorambucil,Doxorubicin,,topoisomerase/DNA_damage,-15.5,-14.196428571428571
Chlorambucil,Etoposide,,topoisomerase/DNA_damage,-24.0,-16.576271186440678
Chlorambucil,Dexrazoxane,dexrazoxane,,-25.0,-20.0
Chlorambucil,Pemetrexed,,antifolate/nucleotide,-48.0,-48.96610169491525
Thiotepa,Methotrexate,,antifolate/nucleotide,-57.0,-56.13725490196079
Thiotepa,Etoposide,,topoisomerase/DNA_damage,-24.0,-24.440677966101696
Thiotepa,Dexrazoxane,dexrazoxane,,-30.0,-32.067796610169495
Thiotepa,Pemetrexed,,antifolate/nucleotide,-26.0,-24.135593220338983
Thiotepa,Celecoxib,celecoxib,,-22.0,-23.072727272727274
Melphalan,Doxorubicin,,topoisomerase/DNA_damage,-7.0,-7.5964912280701755
Melphalan,Etoposide,,topoisomerase/DNA_damage,-32.0,-29.17241379310345
Melphalan,Dexrazoxane,dexrazoxane,,-20.0,-19.47457627118644
Melphalan,Pemetrexed,,antifolate/nucleotide,-50.0,-54.05084745762712
Triethylenemelamine,Vincristine,,microtubule/tubulin,-23.5,-29.410714285714285
Triethylenemelamine,Paclitaxel,,microtubule/tubulin,-34.5,-46.57692307692308
Triethylenemelamine,Docetaxel,,microtubule/tubulin,-10.0,-9.421052631578947
Triethylenemelamine,Celecoxib,celecoxib,,-46.0,-51.21052631578947
Altretamine,Doxorubicin,,topoisomerase/DNA_damage,-14.5,-19.25925925925926
Altretamine,Etoposide,,topoisomerase/DNA_damage,-41.0,-39.28813559322034
Altretamine,Dexrazoxane,dexrazoxane,,-37.0,-31.71186440677966
Altretamine,Pemetrexed,,antifolate/nucleotide,-29.0,-33.42372881355932
Acrichine,Methotrexate,,antifolate/nucleotide,-31.0,-32.06521739130435
Acrichine,Vinblastine,,microtubule/tubulin,-27.0,-32.333333333333336
Acrichine,Vincristine,,microtubule/tubulin,-22.0,-27.20689655172414
Acrichine,Doxorubicin,,topoisomerase/DNA_damage,-4.0,-0.7543859649122807
Acrichine,Paclitaxel,,microtubule/tubulin,-35.0,-38.5
Acrichine,Etoposide,,topoisomerase/DNA_damage,-17.0,-18.74576271186441
Acrichine,Dexrazoxane,dexrazoxane,,-4.5,-9.362068965517242
Acrichine,Docetaxel,,microtubule/tubulin,-22.0,-22.75438596491228
Acrichine,Pemetrexed,,antifolate/nucleotide,-20.5,-19.24137931034483
Acrichine,Celecoxib,celecoxib,,-9.0,-8.491525423728813
Acrichine,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-39.0,-45.12280701754386
Aminolevulinic acid,Methotrexate,,antifolate/nucleotide,-23.0,-20.245283018867923
Aminolevulinic acid,Vinblastine,,microtubule/tubulin,-20.0,-27.490909090909092
Aminolevulinic acid,Vincristine,,microtubule/tubulin,-19.5,-19.362068965517242
Aminolevulinic acid,Doxorubicin,,topoisomerase/DNA_damage,-19.0,-20.482758620689655
Aminolevulinic acid,Paclitaxel,,microtubule/tubulin,-38.5,-44.78
Aminolevulinic acid,Etoposide,,topoisomerase/DNA_damage,-16.0,-20.25423728813559
Aminolevulinic acid,Dexrazoxane,dexrazoxane,,6.0,4.762711864406779
Aminolevulinic acid,Docetaxel,,microtubule/tubulin,-60.5,-63.395833333333336
Aminolevulinic acid,Pemetrexed,,antifolate/nucleotide,-38.5,-39.87931034482759
Aminolevulinic acid,Celecoxib,celecoxib,,-27.0,-30.25423728813559
Aminolevulinic acid,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-38.0,-34.375
Fluorouracil,Doxorubicin,,topoisomerase/DNA_damage,-9.0,-5.964912280701754
Fluorouracil,Etoposide,,topoisomerase/DNA_damage,-49.0,-44.71186440677966
Fluorouracil,Dexrazoxane,dexrazoxane,,-34.0,-28.879310344827587
Fluorouracil,Pemetrexed,,antifolate/nucleotide,-48.0,-46.983050847457626
Mithramycin,Vincristine,,microtubule/tubulin,-30.5,-34.13793103448276
Mithramycin,Paclitaxel,,microtubule/tubulin,50.5,49.793103448275865
Mithramycin,Etoposide,,topoisomerase/DNA_damage,26.0,31.16949152542373
Mithramycin,Dexrazoxane,dexrazoxane,,14.0,12.694915254237289
Mithramycin,Docetaxel,,microtubule/tubulin,57.0,66.70689655172414
Mithramycin,Pemetrexed,,antifolate/nucleotide,-21.0,-29.983050847457626
Mithramycin,Celecoxib,celecoxib,,0.0,10.228070175438596
Pipobroman,Methotrexate,,antifolate/nucleotide,-16.0,-36.666666666666664
Pipobroman,Vinblastine,,microtubule/tubulin,-6.0,-14.56140350877193
Pipobroman,Vincristine,,microtubule/tubulin,-9.0,-16.140350877192983
Pipobroman,Doxorubicin,,topoisomerase/DNA_damage,-17.5,-18.137931034482758
Pipobroman,Paclitaxel,,microtubule/tubulin,-44.0,-49.14035087719298
Pipobroman,Etoposide,,topoisomerase/DNA_damage,-12.0,-13.847457627118644
Pipobroman,Dexrazoxane,dexrazoxane,,-3.0,-1.0508474576271187
Pipobroman,Docetaxel,,microtubule/tubulin,-39.5,-41.53846153846154
Pipobroman,Pemetrexed,,antifolate/nucleotide,-17.0,-13.052631578947368
Pipobroman,Celecoxib,celecoxib,,-9.0,-3.8813559322033897
Pipobroman,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-23.5,-23.948275862068964
Cyclophosphamide,Methotrexate,,antifolate/nucleotide,-18.0,-20.75438596491228
Cyclophosphamide,Vinblastine,,microtubule/tubulin,-37.5,-43.69642857142857
Cyclophosphamide,Vincristine,,microtubule/tubulin,-28.0,-36.01754385964912
Cyclophosphamide,Doxorubicin,,topoisomerase/DNA_damage,-22.5,-30.310344827586206
Cyclophosphamide,Paclitaxel,,microtubule/tubulin,-12.0,-25.6
Cyclophosphamide,Etoposide,,topoisomerase/DNA_damage,-24.0,-22.71186440677966
Cyclophosphamide,Dexrazoxane,dexrazoxane,,-22.0,-20.47457627118644
Cyclophosphamide,Docetaxel,,microtubule/tubulin,-57.0,-62.592592592592595
Cyclophosphamide,Pemetrexed,,antifolate/nucleotide,-7.0,-13.305084745762711
Cyclophosphamide,Celecoxib,celecoxib,,-37.0,-48.40350877192982
Cyclophosphamide,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-65.0,-69.59649122807018
Mitomycin,Methotrexate,,antifolate/nucleotide,-38.0,-52.61538461538461
Mitomycin,Vinblastine,,microtubule/tubulin,-19.0,-17.0
Mitomycin,Vincristine,,microtubule/tubulin,-15.0,-11.631578947368421
Mitomycin,Doxorubicin,,topoisomerase/DNA_damage,-7.0,-4.637931034482759
Mitomycin,Paclitaxel,,microtubule/tubulin,-36.0,-37.527272727272724
Mitomycin,Etoposide,,topoisomerase/DNA_damage,-26.0,-20.83050847457627
Mitomycin,Dexrazoxane,dexrazoxane,,-60.0,-63.898305084745765
Mitomycin,Docetaxel,,microtubule/tubulin,-19.0,-15.375
Mitomycin,Pemetrexed,,antifolate/nucleotide,-21.0,-22.79310344827586
Mitomycin,Celecoxib,celecoxib,,-31.0,-40.775862068965516
Mitomycin,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-56.5,-49.775862068965516
Floxuridine,Methotrexate,,antifolate/nucleotide,-70.5,-73.92592592592592
Floxuridine,Etoposide,,topoisomerase/DNA_damage,-62.0,-56.96551724137931
Floxuridine,Dexrazoxane,dexrazoxane,,-29.0,-34.672413793103445
Floxuridine,Pemetrexed,,antifolate/nucleotide,15.0,17.135593220338983
Floxuridine,Celecoxib,celecoxib,,-23.5,-17.857142857142858
Hydroxyurea,Vincristine,,microtubule/tubulin,-45.0,-56.05172413793103
Hydroxyurea,Paclitaxel,,microtubule/tubulin,-1.5,10.696428571428571
Hydroxyurea,Etoposide,,topoisomerase/DNA_damage,-16.0,-19.593220338983052
Hydroxyurea,Dexrazoxane,dexrazoxane,,-5.0,-7.745762711864407
Hydroxyurea,Docetaxel,,microtubule/tubulin,5.0,5.157894736842105
Hydroxyurea,Pemetrexed,,antifolate/nucleotide,4.0,6.0
Hydroxyurea,Celecoxib,celecoxib,,-49.0,-54.1551724137931
Uracil Mustard,Doxorubicin,,topoisomerase/DNA_damage,2.0,-2.3333333333333335
Uracil Mustard,Etoposide,,topoisomerase/DNA_damage,-41.0,-38.94915254237288
Uracil Mustard,Dexrazoxane,dexrazoxane,,-46.0,-42.847457627118644
Uracil Mustard,Pemetrexed,,antifolate/nucleotide,-53.0,-52.172413793103445
Mitotane,Vinblastine,,microtubule/tubulin,-43.0,-48.0377358490566
Mitotane,Vincristine,,microtubule/tubulin,-49.0,-51.264150943396224
Mitotane,Doxorubicin,,topoisomerase/DNA_damage,-128.0,-134.67796610169492
Mitotane,Paclitaxel,,microtubule/tubulin,-22.0,-19.87719298245614
Mitotane,Etoposide,,topoisomerase/DNA_damage,-26.0,-25.89830508474576
Mitotane,Dexrazoxane,dexrazoxane,,-6.0,-8.661016949152541
Mitotane,Docetaxel,,microtubule/tubulin,49.0,63.63157894736842
Mitotane,Pemetrexed,,antifolate/nucleotide,-8.0,-11.89655172413793
Mitotane,Celecoxib,celecoxib,,-35.0,-41.224137931034484
Dacarbazine,Doxorubicin,,topoisomerase/DNA_damage,-23.0,-22.24561403508772
Dacarbazine,Etoposide,,topoisomerase/DNA_damage,-8.0,-9.661016949152541
Dacarbazine,Dexrazoxane,dexrazoxane,,-38.0,-37.62068965517241
Dacarbazine,Pemetrexed,,antifolate/nucleotide,-53.0,-53.389830508474574
Methoxsalen,Methotrexate,,antifolate/nucleotide,-45.5,-53.827586206896555
Methoxsalen,Vinblastine,,microtubule/tubulin,-60.0,-64.42
Methoxsalen,Vincristine,,microtubule/tubulin,-77.0,-80.11320754716981
Methoxsalen,Doxorubicin,,topoisomerase/DNA_damage,-10.0,-20.810344827586206
Methoxsalen,Paclitaxel,,microtubule/tubulin,-67.0,-93.31372549019608
Methoxsalen,Etoposide,,topoisomerase/DNA_damage,-29.0,-31.8135593220339
Methoxsalen,Dexrazoxane,dexrazoxane,,-11.0,-13.525423728813559
Methoxsalen,Docetaxel,,microtubule/tubulin,-148.0,-151.2
Methoxsalen,Pemetrexed,,antifolate/nucleotide,-8.0,-12.913793103448276
Methoxsalen,Celecoxib,celecoxib,,-56.5,-56.96551724137931
Methoxsalen,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-80.5,-74.87931034482759
Vinblastine,6-Thioguanine,,microtubule/tubulin,-3.0,-0.9152542372881356
Vinblastine,Actinomycin D,,microtubule/tubulin,-45.0,-40.490196078431374
Vinblastine,Chlorambucil,,microtubule/tubulin,-35.0,-30.280701754385966
Vinblastine,Thiotepa,,microtubule/tubulin,-30.5,-31.482758620689655
Vinblastine,Melphalan,,microtubule/tubulin,-49.0,-48.03389830508475
Vinblastine,Triethylenemelamine,,microtubule/tubulin,-8.0,-8.431034482758621
Vinblastine,Altretamine,,microtubule/tubulin,-15.0,-12.135593220338983
Vinblastine,Fluorouracil,,microtubule/tubulin,-3.0,-2.9310344827586206
Vinblastine,Mithramycin,,microtubule/tubulin,1.0,2.1454545454545455
Vinblastine,Floxuridine,,microtubule/tubulin,-24.0,-25.637931034482758
Vinblastine,Hydroxyurea,,microtubule/tubulin,-28.5,-28.75862068965517
Vinblastine,Uracil Mustard,,microtubule/tubulin,-2.0,2.7017543859649122
Vinblastine,Dacarbazine,,microtubule/tubulin,-50.0,-53.17857142857143
Vinblastine,Cytarabine,,microtubule/tubulin,-23.0,-22.771929824561404
Vinblastine,Vincristine,,microtubule/tubulin,3.0,9.719298245614034
Vinblastine,Megestrol Acetate,,microtubule/tubulin,23.0,27.086206896551722
Vinblastine,Lomustine,,microtubule/tubulin,-56.5,-55.5625
Vinblastine,Daunorubicin,,microtubule/tubulin,-11.5,-4.089285714285714
Vinblastine,Azacitidine,,microtubule/tubulin,-15.0,-16.10909090909091
Vinblastine,Cladribine,,microtubule/tubulin,-20.0,-19.224137931034484
Vinblastine,Fludarabine,,microtubule/tubulin,-31.5,-34.275862068965516
Vinblastine,Isotretinoin,,microtubule/tubulin,20.5,24.137931034482758
Vinblastine,Teniposide,,microtubule/tubulin,-5.5,-5.785714285714286
Vinblastine,Doxorubicin,,microtubule/tubulin;topoisomerase/DNA_damage,-13.0,-19.81132075471698
Vinblastine,Bleomycin,,microtubule/tubulin,-16.0,-20.305084745762713
Vinblastine,Paclitaxel,,microtubule/tubulin,-16.0,-20.653061224489797
Vinblastine,Etoposide,,microtubule/tubulin;topoisomerase/DNA_damage,-9.5,-6.089285714285714
Vinblastine,Dexrazoxane,dexrazoxane,microtubule/tubulin,-9.0,1.0169491525423728
Vinblastine,Tamoxifen,,microtubule/tubulin,92.0,114.65517241379311
Vinblastine,Rapamycin,,microtubule/tubulin,-18.5,-24.413793103448278
Vinblastine,Carboplatin,,microtubule/tubulin,-31.5,-33.293103448275865
Vinblastine,Mitoxantrone,,microtubule/tubulin,2.0,2.235294117647059
Vinblastine,Temozolomide,,microtubule/tubulin,-32.0,-35.13793103448276
Vinblastine,Clofarabine,,microtubule/tubulin,-58.5,-56.12068965517241
Vinblastine,Vinorelbine,,microtubule/tubulin,28.0,34.03389830508475
Vinblastine,Gemcitabine,,microtubule/tubulin,-12.5,-10.327586206896552
Vinblastine,7-Ethyl-10-hydroxycamptothecin,,microtubule/tubulin,-11.0,-13.672413793103448
Vinblastine,Nelarabine,,microtubule/tubulin,-12.5,-12.568965517241379
Vinblastine,Pemetrexed,,microtubule/tubulin;antifolate/nucleotide,-10.0,-14.76271186440678
Vinblastine,Vorinostat,,microtubule/tubulin,-21.0,-24.50877192982456
Vinblastine,Exemestane,,microtubule/tubulin,21.0,17.491525423728813
Vinblastine,Gefitinib,,microtubule/tubulin,64.0,77.62711864406779
Vinblastine,Letrozole,,microtubule/tubulin,-57.5,-61.689655172413794
Vinblastine,Celecoxib,celecoxib,microtubule/tubulin,-32.5,-33.60344827586207
Vinblastine,Dasatinib,,microtubule/tubulin,-25.5,-33.517857142857146
Vinblastine,Everolimus,,microtubule/tubulin,-32.0,-31.24137931034483
Vinblastine,Pazopanib,,microtubule/tubulin,52.0,55.16949152542373
Vinblastine,Imatinib,,microtubule/tubulin,-13.5,-2.896551724137931
Vinblastine,Lapatinib,,microtubule/tubulin,-8.0,-4.090909090909091
Vinblastine,Nilotinib,,microtubule/tubulin,-34.5,-35.785714285714285
Vinblastine,Sorafenib,,microtubule/tubulin,-28.0,-34.816326530612244
Vinblastine,Lenalidomide,,microtubule/tubulin,-20.0,-25.338983050847457
Vinblastine,Raloxifene,,microtubule/tubulin,75.0,80.52542372881356
Vinblastine,Abiraterone,,microtubule/tubulin,53.0,58.16949152542373
Vinblastine,Sunitinib,,microtubule/tubulin,-20.0,-21.310344827586206
Vinblastine,Vemurafenib,,microtubule/tubulin,80.0,83.20338983050847
Vinblastine,Depsipeptide,,microtubule/tubulin,-8.5,-7.120689655172414
Vinblastine,Vismodegib,,microtubule/tubulin,118.0,127.42372881355932
Vinblastine,Crizotinib,,microtubule/tubulin,44.0,47.33898305084746
Vinblastine,Axitinib,,microtubule/tubulin,-17.0,-15.11864406779661
Vinblastine,Vandetanib,,microtubule/tubulin,40.0,40.983050847457626
Vinblastine,Cabazitaxel,,microtubule/tubulin,43.0,33.08510638297872
Vinblastine,Ruxolitinib,,microtubule/tubulin,-9.0,-24.203389830508474
Cytarabine,Methotrexate,,antifolate/nucleotide,-87.0,-94.79245283018868
Cytarabine,Etoposide,,topoisomerase/DNA_damage,-13.0,-9.745762711864407
Cytarabine,Dexrazoxane,dexrazoxane,,-19.0,-18.915254237288135
Cytarabine,Pemetrexed,,antifolate/nucleotide,-34.0,-35.67857142857143
Cytarabine,Celecoxib,celecoxib,,-10.5,-4.410714285714286
Thalidomide,Methotrexate,,antifolate/nucleotide,-40.5,-36.08620689655172
Thalidomide,Vinblastine,,microtubule/tubulin,-20.0,-17.23913043478261
Thalidomide,Vincristine,,microtubule/tubulin,-47.0,-55.705882352941174
Thalidomide,Doxorubicin,,topoisomerase/DNA_damage,-11.0,5.844827586206897
Thalidomide,Paclitaxel,,microtubule/tubulin,-1.0,-6.6938775510204085
Thalidomide,Etoposide,,topoisomerase/DNA_damage,-11.0,-10.677966101694915
Thalidomide,Dexrazoxane,dexrazoxane,,-1.0,2.4915254237288136
Thalidomide,Docetaxel,,microtubule/tubulin,-39.5,-44.23809523809524
Thalidomide,Pemetrexed,,antifolate/nucleotide,-19.0,-29.016949152542374
Thalidomide,Celecoxib,celecoxib,,-45.0,-50.3448275862069
Thalidomide,Pralatrexate,,CHK/DDR/checkpoint;antifolate/nucleotide,-75.5,-74.65517241379311
Vincristine,Methotrexate,,microtubule/tubulin;antifolate/nucleotide,-67.0,-70.88888888888889
Vincristine,6-Thioguanine,,microtubule/tubulin,4.0,7.5423728813559325
Vincristine,Actinomycin D,,microtubule/tubulin,-51.0,-49.45614035087719
Vincristine,Chlorambucil,,microtubule/tubulin,-12.0,-5.694915254237288
Vincristine,Thiotepa,,microtubule/tubulin,-32.0,-32.27272727272727
Vincristine,Melphalan,,microtubule/tubulin,-24.0,-28.10169491525424
Vincristine,Altretamine,,microtubule/tubulin,-12.0,-1.8305084745762712
Vincristine,Fluorouracil,,microtubule/tubulin,-2.0,-2.152542372881356
Vincristine,Floxuridine,,microtubule/tubulin,-13.5,-16.0
Vincristine,Uracil Mustard,,microtubule/tubulin,59.0,75.21052631578948
Vincristine,Dacarbazine,,microtubule/tubulin,-42.0,-52.32203389830509
Vincristine,Cytarabine,,microtubule/tubulin,-27.0,-27.41509433962264
Vincristine,Megestrol Acetate,,microtubule/tubulin,77.0,74.37288135593221
Vincristine,Lomustine,,microtubule/tubulin,7.5,9.137931034482758
Vincristine,Daunorubicin,,microtubule/tubulin,19.0,22.79310344827586
Vincristine,Teniposide,,microtubule/tubulin,37.0,37.51851851851852
Vincristine,Etoposide,,microtubule/tubulin;topoisomerase/DNA_damage,16.0,13.537037037037036
Vincristine,Dexrazoxane,dexrazoxane,microtubule/tubulin,6.0,2.0847457627118646
Vincristine,Mitoxantrone,,microtubule/tubulin,59.0,57.2962962962963
Vincristine,Vinorelbine,,microtubule/tubulin,30.0,38.57627118644068
Vincristine,Pemetrexed,,microtubule/tubulin;antifolate/nucleotide,-2.0,-6.0344827586206895
Vincristine,Exemestane,,microtubule/tubulin,42.0,45.186440677966104
Vincristine,Gefitinib,,microtubule/tubulin,100.0,110.66101694915254
Vincristine,Letrozole,,microtubule/tubulin,-100.0,-120.52631578947368
Vincristine,Celecoxib,celecoxib,microtubule/tubulin,-24.0,-28.140350877192983
Vincristine,Pazopanib,,microtubule/tubulin,39.0,51.440677966101696
Vincristine,Lenalidomide,,microtubule/tubulin,-24.5,-28.362068965517242
Vincristine,Raloxifene,,microtubule/tubulin,14.0,25.47457627118644
