action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,_compound,_role,_axis_or_class,_filter_text,_normal_hits,_viability_hits,_cancer_hits,standard_value_uM,toxicity_bucket,curation_decision,curation_tier,curation_reason,normal_keyword_hits,viability_keyword_hits_curated,exclude_keyword_hits,activity_signal_curated
,,2150557,[],CHEMBL926978,Toxicity in Swiss-Webster mouse assessed as decrease in bone formation at 30 mg/kg after 28 days,T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1147082,Proc Natl Acad Sci U S A,2007.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,709286,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,toxicity in swiss-webster mouse assessed as decrease in bone formation at 30 mg/kg after 28 days | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1147082,,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,2268336,[],CHEMBL1018614,Inhibition of PHA-induced BALB/c mouse T cell proliferation at 10 uM,A,,,BAO_0000201,BAO_0000219,cell-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1152873,Bioorg Med Chem Lett,2009.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,http://qudt.org/vocab/unit#Percent,730513,=,1,1,=,,Inhibition,%,,84.0,CHEMBL612558,,ADMET,,,,INH,%,UO_0000187,,84.0,prednisolone,repair_candidate_watchlist,glucocorticoid representative,inhibition of pha-induced balb/c mouse t cell proliferation at 10 um | a | inhibition | = | admet |  | cell-based format | chembl1152873,,proliferation,,,weak_or_low_toxicity_signal_gt_50uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,proliferation,,no_quantitative_value
,,2268357,[],CHEMBL1018616,Cytotoxicity against BALB/c mouse B cells assessed as cell viability,A,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1152873,Bioorg Med Chem Lett,2009.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,http://www.openphacts.org/units/Nanomolar,730513,>,1,1,>,,IC50,nM,,10000.0,CHEMBL612558,,ADMET,,,,IC50,uM,UO_0000065,,10.0,prednisolone,repair_candidate_watchlist,glucocorticoid representative,cytotoxicity against balb/c mouse b cells assessed as cell viability | a | ic50 | > | admet |  | cell-based format | chembl1152873,,cytotoxic|cytotoxicity|cell viability|viability|toxicity,,10.0,high_toxicity_signal_le_10uM,accepted,B_supportive_nonhuman_or_normal_like,accepted_normal_like_viability_assay,\bmouse\b,cytotox|cell viability|\bviability\b,,no_toxicity_signal_or_lower_bound
,,2357398,[],CHEMBL1006005,Effect on human MRP2-mediated estradiol-17-beta-glucuronide transport in Sf9 cells inverted membrane vesicles relative to control,B,,,BAO_0001103,BAO_0000219,cell-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1150338,J Med Chem,2008.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,http://qudt.org/vocab/unit#Percent,765828,=,1,0,=,,Activity,%,,110.0,CHEMBL5748,Homo sapiens,ATP-binding cassette sub-family C member 2,9606,,,Activity,%,UO_0000187,,110.0,prednisolone,repair_candidate_watchlist,glucocorticoid representative,effect on human mrp2-mediated estradiol-17-beta-glucuronide transport in sf9 cells inverted membrane vesicles relative to control | b | activity | = | atp-binding cassette sub-family c member 2 | homo sapiens | cell-based format | chembl1150338,,atp,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\batp\b,,no_quantitative_value
,,2511634,[],CHEMBL1020199,Toxicity in dextran sodium sulfate treated po dosed BALB/c mouse ulcerative colitis model assessed as reduction in thymus weight to body weight ratio administered twice daily for 6 days relative to control,T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1138508,J Med Chem,2009.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,734565,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,toxicity in dextran sodium sulfate treated po dosed balb/c mouse ulcerative colitis model assessed as reduction in thymus weight to body weight ratio administered twice daily for 6 days relative to control | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1138508,,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,2921573,[],CHEMBL1038753,Acute toxicity in rat,T,,,BAO_0002117,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1154786,Eur J Med Chem,2009.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,848473,=,1,1,=,,LD50,mg.kg-1,,1.618,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,LD50,mg kg-1,UO_0000308,,1.618,prednisolone,repair_candidate_watchlist,glucocorticoid representative,acute toxicity in rat | t | ld50 | = | rattus norvegicus | rattus norvegicus | organism-based format | chembl1154786,,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\brat\b,,,no_quantitative_value
,,3292909,[],CHEMBL1115497,Toxicity in po dosed BALB/c mouse collagen antibody induced arthritis model assessed as tolerated dose,T,,,BAO_0000179,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1157112,Bioorg Med Chem Lett,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,908631,=,1,0,=,,MTD,mg kg-1,,10.0,CHEMBL375,Mus musculus,Mus musculus,10090,,,MTD,mg kg-1,UO_0000308,,10.0,prednisolone,repair_candidate_watchlist,glucocorticoid representative,toxicity in po dosed balb/c mouse collagen antibody induced arthritis model assessed as tolerated dose | t | mtd | = | mus musculus | mus musculus | organism-based format | chembl1157112,,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470529,[],CHEMBL1250888,"Toxicity in collagen and Freund's complete adjuvant-induced B10.RIII mouse arthritis model assessed as increase of body fat content at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Not toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Non-toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in collagen and freund's complete adjuvant-induced b10.riii mouse arthritis model assessed as increase of body fat content at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470530,[],CHEMBL1250889,"Toxicity in collagen and Freund's complete adjuvant-induced B10.RIII mouse arthritis model assessed as increase of serum insulin level at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Not toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Non-toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in collagen and freund's complete adjuvant-induced b10.riii mouse arthritis model assessed as increase of serum insulin level at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470531,[],CHEMBL1250890,"Toxicity in collagen and Freund's complete adjuvant-induced B10.RIII mouse arthritis model assessed as increase of triglyceride level at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in collagen and freund's complete adjuvant-induced b10.riii mouse arthritis model assessed as increase of triglyceride level at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470532,[],CHEMBL1250891,"Toxicity in collagen and Freund's complete adjuvant-induced B10.RIII mouse arthritis model assessed as increase of free fatty acids level at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Not toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Non-toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in collagen and freund's complete adjuvant-induced b10.riii mouse arthritis model assessed as increase of free fatty acids level at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470533,[],CHEMBL1250892,"Toxicity in B10.RIII mouse assessed as increase of body fat content at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in b10.riii mouse assessed as increase of body fat content at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470534,[],CHEMBL1250893,"Toxicity in B10.RIII mouse assessed as increase of triglyceride level at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in b10.riii mouse assessed as increase of triglyceride level at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3470535,[],CHEMBL1250894,"Toxicity in B10.RIII mouse assessed as increase of serum insulin level at 30 mg/kg, po qd for 5 weeks",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1250518,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,956928,,1,0,,Toxic,Activity,,,,CHEMBL375,Mus musculus,Mus musculus,10090,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in b10.riii mouse assessed as increase of serum insulin level at 30 mg/kg, po qd for 5 weeks | t | activity |  | mus musculus | mus musculus | organism-based format | chembl1250518",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\bmouse\b,,,no_quantitative_value
,,3596413,[],CHEMBL1293012,Cytotoxicity against human LNCAP cells at 100 pM to 1 uM,F,,,BAO_0000375,BAO_0000219,cell-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1287664,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,975352,,1,0,,Not active,Activity,,,,CHEMBL612518,Homo sapiens,LNCaP,9606,Not Active,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,cytotoxicity against human lncap cells at 100 pm to 1 um | f | activity |  | lncap | homo sapiens | cell-based format | chembl1287664,,cytotoxic|cytotoxicity|toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,cytotox,,no_quantitative_value
,,5317754,[],CHEMBL1697778,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in humans",A,,,BAO_0000179,BAO_0000221,tissue-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1697731,Chem Res Toxicol,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1341577,,1,0,,drug-induced liver injury reported,Hepatotoxicity,,,,CHEMBL1697861,,Hepatotoxicity,,drug-induced liver injury reported,,Hepatotoxicity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"literature-mined compound from fourches et al multi-species drug-induced liver injury (dili) dataset, effect in humans | a | hepatotoxicity |  | hepatotoxicity |  | tissue-based format | chembl1697731",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity;exclude_no_clear_normal_like_cell_keyword,,,,no_quantitative_value
,,5318705,[],CHEMBL1697779,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in rodents",A,,,BAO_0000179,BAO_0000221,tissue-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1697731,Chem Res Toxicol,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1341577,,1,0,,drug-induced liver injury reported,Hepatotoxicity,,,,CHEMBL1697861,,Hepatotoxicity,,drug-induced liver injury reported,,Hepatotoxicity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"literature-mined compound from fourches et al multi-species drug-induced liver injury (dili) dataset, effect in rodents | a | hepatotoxicity |  | hepatotoxicity |  | tissue-based format | chembl1697731",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity;exclude_no_clear_normal_like_cell_keyword,,,,no_quantitative_value
,,5319656,[],CHEMBL1697780,"Literature-mined compound from Fourches et al multi-species drug-induced liver injury (DILI) dataset, effect in non-rodents",A,,,BAO_0000179,BAO_0000221,tissue-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1697731,Chem Res Toxicol,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1341577,,1,0,,no drug-induced liver injury reported,Hepatotoxicity,,,,CHEMBL1697861,,Hepatotoxicity,,no drug-induced liver injury reported,,Hepatotoxicity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"literature-mined compound from fourches et al multi-species drug-induced liver injury (dili) dataset, effect in non-rodents | a | hepatotoxicity |  | hepatotoxicity |  | tissue-based format | chembl1697731",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity;exclude_no_clear_normal_like_cell_keyword,,,,no_quantitative_value
,,6275753,[],CHEMBL1805857,"Toxicity in carrageenan-induced paw edema Sprague-Dawley rat model assessed as increase in blood glucose level at 30 mg/kg, po measured after 5 hrs post carrageenan challenge by glucometer",T,,,BAO_0001103,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1799968,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,http://qudt.org/vocab/unit#Percent,1440013,=,1,0,=,,Activity,%,,42.0,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,,,Activity,%,UO_0000187,,42.0,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in carrageenan-induced paw edema sprague-dawley rat model assessed as increase in blood glucose level at 30 mg/kg, po measured after 5 hrs post carrageenan challenge by glucometer | t | activity | = | rattus norvegicus | rattus norvegicus | organism-based format | chembl1799968",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\brat\b,,,no_quantitative_value
,,6276553,[],CHEMBL1805857,"Toxicity in carrageenan-induced paw edema Sprague-Dawley rat model assessed as increase in blood glucose level at 30 mg/kg, po measured after 5 hrs post carrageenan challenge by glucometer",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1799968,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1440013,,1,0,,Toxic,Activity,,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in carrageenan-induced paw edema sprague-dawley rat model assessed as increase in blood glucose level at 30 mg/kg, po measured after 5 hrs post carrageenan challenge by glucometer | t | activity |  | rattus norvegicus | rattus norvegicus | organism-based format | chembl1799968",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\brat\b,,,no_quantitative_value
,,6276559,[],CHEMBL1805861,"Toxicity in Sprague-Dawley rat assessed as induction of TAT activity in liver homogenates at 30 mg/kg, po after 6 hrs",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1799968,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1440013,,1,0,,Toxic,Activity,,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in sprague-dawley rat assessed as induction of tat activity in liver homogenates at 30 mg/kg, po after 6 hrs | t | activity |  | rattus norvegicus | rattus norvegicus | organism-based format | chembl1799968",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\brat\b,,,no_quantitative_value
,,6276571,[],CHEMBL1805866,"Toxicity in Sprague-Dawley rat assessed as increase in serum glucose level at 30 mg/kg, po after 6 hrs",T,,,BAO_0000375,BAO_0000218,organism-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1799968,J Med Chem,2010.0,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1440013,,1,0,,Toxic,Activity,,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,10116,Toxic,,Activity,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"toxicity in sprague-dawley rat assessed as increase in serum glucose level at 30 mg/kg, po after 6 hrs | t | activity |  | rattus norvegicus | rattus norvegicus | organism-based format | chembl1799968",,toxicity,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_not_viability_or_cytotoxicity,\brat\b,,,no_quantitative_value
,Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured,7730516,[],CHEMBL1909097,"DRUGMATRIX: ATPase, Na+/K+ enzyme inhibition (substrate: ATP)",B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,,,CHEMBL1909046,,,,,CHEMBL131,PREDNISOLONE,CHEMBL131,,0,,1540073,,15,0,,Not active,IC50,,,,CHEMBL612545,,Unchecked,,Not Active,,IC50,,,,,prednisolone,repair_candidate_watchlist,glucocorticoid representative,"drugmatrix: atpase, na+/k+ enzyme inhibition (substrate: atp) | b | ic50 |  | unchecked |  | tissue-based format | chembl1909046",,atp,,,weak_or_low_toxicity_signal_gt_50uM,excluded,excluded,exclude_no_clear_normal_like_cell_keyword,,\batp\b,,no_quantitative_value
